,Stkcd,Trdmnt,Msmvosd,Msmvttl,Mretwd,Mretnd,Markettype,Trdmnt_year,Trdmnt_mon,bemeA
0,14,2005-7-1,244189.9,484092.45,0.022727,0.022727,4,2005,2005-07,2.320025
1,14,2005-8-1,264539.05,524433.49,0.083333,0.083333,4,2005,2005-08,2.320025
2,14,2005-9-1,291671.26,578221.54,0.10256400000000002,0.10256400000000002,4,2005,2005-09,2.320025
3,14,2005-10-1,278105.16,551327.51,-0.046512,-0.046512,4,2005,2005-10,2.320025
4,14,2005-11-1,277652.96,550431.05,-0.001626,-0.001626,4,2005,2005-11,2.320025
5,14,2005-12-1,300263.13,595254.42,0.081433,0.081433,4,2005,2005-12,2.320025
6,23,2006-1-1,206936.67,621627.96,0.095355,0.095355,4,2006,2006-01,1.8453009999999999
7,23,2006-2-1,230494.2,692393.64,0.11383900000000001,0.11383900000000001,4,2006,2006-02,1.8453009999999999
8,23,2006-3-1,227485.0,521723.46,-0.012907,-0.012906,4,2006,2006-03,1.8453009999999999
9,23,2006-4-1,196629.32,450957.78,-0.135638,-0.135638,4,2006,2006-04,1.8453009999999999
10,23,2006-5-1,236560.2,542536.9,0.203077,0.203077,4,2006,2006-05,1.8453009999999999
11,23,2006-6-1,234745.16,538374.21,-0.007673,-0.007673,4,2006,2006-06,1.8453009999999999
12,23,2006-7-1,245635.4,563350.33,0.046392,0.046392,4,2006,2006-07,1.8453009999999999
13,23,2006-8-1,294641.48,675742.89,0.199507,0.199507,4,2006,2006-08,1.8453009999999999
14,23,2006-9-1,304926.7,699331.45,0.034908,0.034908,4,2006,2006-09,1.8453009999999999
15,23,2006-10-1,294036.46,674355.33,-0.035713999999999996,-0.035713999999999996,4,2006,2006-10,1.8453009999999999
16,23,2006-11-1,320657.05,735408.07,0.090535,0.090535,4,2006,2006-11,1.8453009999999999
17,23,2006-12-1,286171.29,656317.02,-0.107547,-0.107547,4,2006,2006-12,1.8453009999999999
18,32,2007-1-1,548478.43,1133273.02,0.22431900000000002,0.22431900000000002,4,2007,2007-01,1.03243
19,32,2007-2-1,780176.48,1323445.55,0.16780799999999998,0.16780799999999998,4,2007,2007-02,1.03243
20,32,2007-3-1,902579.54,1531082.9,0.156891,0.156891,4,2007,2007-03,1.03243
21,32,2007-4-1,1201151.48,2037562.8,0.330798,0.330798,4,2007,2007-04,1.03243
22,32,2007-5-1,1148529.61,1948298.14,-0.031937,-0.029524,4,2007,2007-05,1.03243
23,32,2007-6-1,848813.71,1439877.71,-0.260956,-0.260956,4,2007,2007-06,1.03243
24,32,2007-7-1,1084468.19,1839628.13,0.27762800000000004,0.27762800000000004,4,2007,2007-07,1.03243
