,Stkcd,Trdmnt,Msmvosd,Msmvttl,Mretwd,Mretnd,Markettype,Trdmnt_year,Trdmnt_mon,bemeA
0,1,2005-8-1,8780325.04,12122471.99,0.050589999999999996,0.050589999999999996,4,2005,2005-08,18.243403
1,1,2005-9-1,8117924.92,11207935.58,-0.075441,-0.075441,4,2005,2005-09,18.243403
2,1,2005-10-1,8047456.82,11110644.47,-0.008681,-0.008681,4,2005,2005-10,18.243403
3,1,2005-11-1,8230673.88,11363601.35,0.022767,0.022767,4,2005,2005-11,18.243403
4,1,2005-12-1,8653482.47,11947347.99,0.051370000000000006,0.051370000000000006,4,2005,2005-12,18.243403
5,1,2006-1-1,8949448.48,12355970.65,0.034201999999999996,0.034201999999999996,4,2006,2006-01,16.506936
6,1,2006-2-1,9640035.84,13309423.5,0.077165,0.077165,4,2006,2006-02,16.506936
7,1,2006-3-1,8977635.72,12394887.09,-0.068713,-0.068713,4,2006,2006-03,16.506936
8,1,2006-4-1,11105772.28,15333078.53,0.23704899999999998,0.23704899999999998,4,2006,2006-04,16.506936
9,1,2006-5-1,12374198.05,17084318.47,0.11421300000000001,0.11421300000000001,4,2006,2006-05,16.506936
10,1,2006-6-1,10654776.46,14710415.45,-0.138952,-0.138952,4,2006,2006-06,16.506936
11,1,2006-7-1,9470912.4,13075924.84,-0.11111099999999999,-0.11111099999999999,4,2006,2006-07,16.506936
12,1,2006-8-1,10189687.01,14068294.14,0.07589299999999999,0.07589299999999999,4,2006,2006-08,16.506936
13,1,2006-9-1,11500393.63,15877908.74,0.128631,0.128631,4,2006,2006-09,16.506936
14,1,2006-10-1,13459406.77,18582601.52,0.170343,0.170343,4,2006,2006-10,16.506936
15,1,2006-11-1,17828428.86,24614650.18,0.32460700000000003,0.32460700000000003,4,2006,2006-11,16.506936
16,1,2006-12-1,20393467.63,28156046.5,0.143874,0.143874,4,2006,2006-12,16.506936
17,1,2007-1-1,26961094.39,37223577.71,0.322046,0.322046,4,2007,2007-01,5.46873
18,1,2007-2-1,26848345.43,37067911.94,-0.004182,-0.004182,4,2007,2007-02,5.46873
19,1,2007-3-1,26608753.9,36737122.17,-0.008924,-0.008924,4,2007,2007-03,5.46873
20,1,2007-4-1,36572942.99,50494084.77,0.37446999999999997,0.37446999999999997,4,2007,2007-04,5.46873
21,1,2007-5-1,40434594.78,55825637.45,0.10558800000000002,0.10558800000000002,4,2007,2007-05,5.46873
22,1,2007-6-1,42661167.9,57427589.65,0.055416999999999994,0.055455,4,2007,2007-06,5.46873
23,1,2007-7-1,56163303.52,75603254.84,0.316497,0.316497,4,2007,2007-07,5.46873
24,1,2007-8-1,58907135.91,79296817.11,0.048855,0.048855,4,2007,2007-08,5.46873
25,1,2007-9-1,61976507.72,83428598.63,0.052105,0.052105,4,2007,2007-09,5.46873
26,1,2007-10-1,74486523.17,100268738.5,0.201851,0.201851,4,2007,2007-10,5.46873
27,1,2007-11-1,55930775.35,75290241.09,-0.24911599999999998,-0.24911599999999998,4,2007,2007-11,5.46873
28,1,2007-12-1,67813273.19,88525515.8,0.069845,0.069845,4,2007,2007-12,5.46873
29,1,2008-1-1,58502124.28,76370457.93,-0.13730599999999998,-0.13730599999999998,4,2008,2008-01,9.568371
30,1,2008-2-1,58238601.2,76026446.86,-0.0045049999999999995,-0.0045049999999999995,4,2008,2008-02,9.568371
31,1,2008-3-1,49542339.48,64674081.49,-0.149321,-0.149321,4,2008,2008-03,9.568371
32,1,2008-4-1,52037024.66,67930719.63,0.050355000000000004,0.050355000000000004,4,2008,2008-04,9.568371
33,1,2008-5-1,44324582.45,57862662.27,-0.14821099999999998,-0.14821099999999998,4,2008,2008-05,9.568371
34,1,2008-6-1,41404945.23,46175411.25,-0.23384899999999997,-0.23384899999999997,4,2008,2008-06,9.568371
35,1,2008-7-1,44553691.71,49686940.2,0.076048,0.076048,4,2008,2008-07,9.568371
36,1,2008-8-1,43268489.06,48253663.08,-0.028845999999999997,-0.028845999999999997,4,2008,2008-08,9.568371
37,1,2008-9-1,32108646.09,35808040.08,-0.257921,-0.257921,4,2008,2008-09,9.568371
38,1,2008-10-1,23307149.97,25992480.59,-0.271882,-0.271881,4,2008,2008-10,9.568371
39,1,2008-11-1,25033605.52,27917849.52,0.074074,0.074074,4,2008,2008-11,9.568371
40,1,2008-12-1,26342370.22,29377403.39,0.05227999999999999,0.05227999999999999,4,2008,2008-12,9.568371
41,1,2009-1-1,32412810.71,36147248.99,0.230444,0.230444,4,2009,2009-01,7.9873259999999995
42,1,2009-2-1,38427559.09,42854985.92,0.185567,0.185567,4,2009,2009-02,7.9873259999999995
43,1,2009-3-1,44386615.35,49500614.17,0.15507200000000002,0.15507200000000002,4,2009,2009-03,7.9873259999999995
44,1,2009-4-1,45444765.53,50680679.0,0.023839,0.023839,4,2009,2009-04,7.9873259999999995
45,1,2009-5-1,49677366.24,55400938.31,0.093137,0.093137,4,2009,2009-05,7.9873259999999995
46,1,2009-6-1,63794579.75,67760564.69,0.22309400000000001,0.22309400000000001,4,2009,2009-06,7.9873259999999995
47,1,2009-7-1,76541801.0,81300255.89,0.199817,0.199817,4,2009,2009-07,7.9873259999999995
48,1,2009-8-1,53181640.96,56487840.13,-0.305195,-0.305195,4,2009,2009-08,7.9873259999999995
49,1,2009-9-1,58502728.73,62139729.58,0.10005499999999999,0.10005499999999999,4,2009,2009-09,7.9873259999999995
50,1,2009-10-1,65734088.63,69810150.97,0.123438,0.123438,4,2009,2009-10,7.9873259999999995
51,1,2009-11-1,70939012.02,75337823.07,0.079181,0.079181,4,2009,2009-11,7.9873259999999995
52,1,2009-12-1,71260664.59,75679420.78,0.004534000000000001,0.004534000000000001,4,2009,2009-12,7.9873259999999995
53,1,2010-1-1,63453279.51,67387912.64,-0.10956099999999999,-0.10956099999999999,4,2010,2010-01,10.232246
54,1,2010-2-1,65646365.2,69716987.96,0.034562,0.034562,4,2010,2010-02,10.232246
55,1,2010-3-1,67839450.9,72046063.28,0.033408,0.033408,4,2010,2010-03,10.232246
56,1,2010-4-1,60119789.25,63847718.15,-0.113793,-0.113793,4,2010,2010-04,10.232246
57,1,2010-5-1,51201240.75,54376145.17,-0.148346,-0.148346,4,2010,2010-05,10.232246
58,1,2010-9-1,50369062.5,56526923.22,-0.073672,-0.073672,4,2010,2010-09,10.232246
59,1,2010-10-1,57169817.55,64159103.36,0.135018,0.135018,4,2010,2010-10,10.232246
60,1,2010-11-1,50896975.0,57119375.56,-0.109723,-0.109723,4,2010,2010-11,10.232246
61,1,2010-12-1,49033610.89,55028367.3,-0.036608,-0.036608,4,2010,2010-12,10.232246
62,1,2011-1-1,47543038.8,53355560.7,-0.030399000000000002,-0.030399000000000002,4,2011,2011-01,14.32289
63,1,2011-2-1,49468361.08,55516269.23,0.040496,0.040496,4,2011,2011-02,14.32289
64,1,2011-3-1,49934164.86,56039021.29,0.009415999999999999,0.009415999999999999,4,2011,2011-03,14.32289
65,1,2011-4-1,56517524.9,63427250.47,0.131841,0.131841,4,2011,2011-04,14.32289
66,1,2011-5-1,54840631.3,61545343.04,-0.02967,-0.02967,4,2011,2011-05,14.32289
67,1,2011-6-1,53008469.78,59489184.92,-0.033408999999999994,-0.033408999999999994,4,2011,2011-06,14.32289
68,1,2011-7-1,53846919.37,88838896.21,0.015816999999999998,0.015816999999999998,4,2011,2011-07,14.32289
69,1,2011-8-1,52325293.62,86328454.51,-0.028258,-0.028258,4,2011,2011-08,14.32289
70,1,2011-9-1,49809953.1,82178540.67,-0.048070999999999996,-0.048070999999999996,4,2011,2011-09,14.32289
71,1,2011-10-1,52418454.38,86482155.02,0.052369000000000006,0.052369000000000006,4,2011,2011-10,14.32289
72,1,2011-11-1,48164113.0,79463164.95,-0.081161,-0.081161,4,2011,2011-11,14.32289
73,1,2011-12-1,48412541.7,79873032.99,0.005158,0.005158,4,2011,2011-12,14.32289
74,1,2012-1-1,51673168.3,85252550.92,0.067351,0.067351,4,2012,2012-01,19.191747
75,1,2012-2-1,53101633.29,87609292.11,0.027644,0.027644,4,2012,2012-02,19.191747
76,1,2012-3-1,48785184.74,80487835.04,-0.081287,-0.081287,4,2012,2012-03,19.191747
77,1,2012-4-1,51424739.61,84842682.89,0.054105999999999994,0.054105999999999994,4,2012,2012-04,19.191747
78,1,2012-5-1,48723077.56,80385368.03,-0.052536,-0.052536,4,2012,2012-05,19.191747
79,1,2012-6-1,47077237.47,77669992.31,-0.033779,-0.033779,4,2012,2012-06,19.191747
80,1,2012-7-1,46890915.95,77362591.28,-0.003958,-0.003958,4,2012,2012-07,19.191747
81,1,2012-8-1,44065039.56,72700342.4,-0.060265,-0.060265,4,2012,2012-08,19.191747
82,1,2012-9-1,40773359.36,67269590.96,-0.0747,-0.0747,4,2012,2012-09,19.191747
83,1,2012-10-1,40866520.12,67423291.47,0.009747,0.009901,4,2012,2012-10,19.191747
84,1,2012-11-1,39748591.0,65578885.32,-0.027356000000000002,-0.027356000000000002,4,2012,2012-11,19.191747
85,1,2012-12-1,49747835.51,82076073.66,0.25156300000000004,0.25156300000000004,4,2012,2012-12,19.191747
86,1,2013-1-1,65523054.26,108102693.8,0.317104,0.317104,4,2013,2013-01,22.354701000000002
87,1,2013-2-1,71423234.51,117837059.6,0.090047,0.090047,4,2013,2013-02,22.354701000000002
88,1,2013-3-1,62479803.4,103081810.4,-0.125217,-0.125217,4,2013,2013-03,22.354701000000002
89,1,2013-4-1,58070195.01,95806652.78,-0.070577,-0.070577,4,2013,2013-04,22.354701000000002
90,1,2013-5-1,65181464.88,107539125.2,0.12245999999999999,0.12245999999999999,4,2013,2013-05,22.354701000000002
91,1,2013-6-1,49536681.53,81727685.83,-0.23279699999999998,-0.23192,4,2013,2013-06,22.354701000000002
92,1,2013-7-1,47648623.46,78612688.78,-0.038114,-0.038114,4,2013,2013-07,22.354701000000002
93,1,2013-8-1,52716568.81,86973996.66,0.10636099999999998,0.10636099999999998,4,2013,2013-08,22.354701000000002
94,1,2013-9-1,59026657.64,97384644.7,0.119698,0.119698,4,2013,2013-09,22.354701000000002
95,1,2013-10-1,69063176.86,113943313.2,0.170034,0.170034,4,2013,2013-10,22.354701000000002
96,1,2013-11-1,75832265.5,111484105.0,-0.021583,-0.021583,4,2013,2013-11,22.354701000000002
97,1,2013-12-1,68304797.97,100417668.2,-0.09926499999999999,-0.09926499999999999,4,2013,2013-12,22.354701000000002
98,1,2014-1-1,63565281.38,108536500.5,-0.069388,-0.069388,4,2014,2014-01,18.870002
