,Stkcd,Trdmnt,Msmvosd,Msmvttl,Mretwd,Mretnd,Markettype,Trdmnt_year,Trdmnt_mon,bemeA
0,14,2016-1-1,3467312.16,3467312.16,-0.246383,-0.246383,4,2016,2016-01,0.5738300000000001
1,14,2016-2-1,3225265.94,3225265.94,-0.06980800000000001,-0.06980800000000001,4,2016,2016-02,0.5738300000000001
2,14,2016-3-1,3644812.73,3644812.73,0.130081,0.130081,4,2016,2016-03,0.5738300000000001
3,14,2016-4-1,4082512.98,4082512.98,0.12008900000000002,0.12008900000000002,4,2016,2016-04,0.5738300000000001
4,14,2016-5-1,3719443.65,3719443.65,-0.088933,-0.088933,4,2016,2016-05,0.5738300000000001
5,14,2016-6-1,3735580.06,3735580.06,0.006513,0.006345,4,2016,2016-06,0.5738300000000001
6,14,2016-7-1,3820296.24,3820296.24,0.022678,0.022678,4,2016,2016-07,0.5738300000000001
7,14,2016-8-1,4173280.32,4173280.32,0.092397,0.092397,4,2016,2016-08,0.5738300000000001
8,14,2016-9-1,4324559.21,4324559.21,0.036249,0.036249,4,2016,2016-09,0.5738300000000001
9,14,2016-10-1,4506093.88,4506093.88,0.041977999999999994,0.041977999999999994,4,2016,2016-10,0.5738300000000001
10,14,2016-11-1,4427428.85,4427428.85,-0.017457,-0.017457,4,2016,2016-11,0.5738300000000001
11,14,2016-12-1,4193450.84,4193450.84,-0.052847000000000005,-0.052847000000000005,4,2016,2016-12,0.5738300000000001
12,19,2010-2-1,738344.54,1568775.98,-0.034516000000000005,-0.034516000000000005,4,2010,2010-02,0.5073
13,19,2010-3-1,1577575.3,1740141.77,0.10923499999999998,0.10923499999999998,4,2010,2010-03,0.5073
14,19,2010-4-1,1478712.03,1631090.81,-0.062668,-0.062668,4,2010,2010-04,0.5073
15,19,2010-5-1,1200482.55,1324190.25,-0.188157,-0.188157,4,2010,2010-05,0.5073
16,19,2010-6-1,1059249.31,1168403.16,-0.117647,-0.117647,4,2010,2010-06,0.5073
17,19,2010-7-1,1340303.46,1478419.47,0.265333,0.265333,4,2010,2010-07,0.5073
18,19,2010-8-1,1641130.26,1810245.96,0.22444699999999998,0.22444699999999998,4,2010,2010-08,0.5073
19,19,2010-9-1,1430692.73,1578123.2,-0.128227,-0.128227,4,2010,2010-09,0.5073
20,19,2010-10-1,1522494.34,1679384.81,0.064166,0.064166,4,2010,2010-10,0.5073
21,19,2010-11-1,1543679.32,1702752.87,0.013915,0.013915,4,2010,2010-11,0.5073
22,19,2010-12-1,1509783.35,1665363.97,-0.021958000000000002,-0.021958000000000002,4,2010,2010-12,0.5073
23,19,2011-1-1,1530968.33,1688732.03,0.014032,0.014032,4,2011,2011-01,0.48392299999999994
24,19,2011-2-1,1649604.25,1819593.19,0.07749099999999999,0.07749099999999999,4,2011,2011-02,0.48392299999999994
25,19,2011-3-1,1492835.36,1646669.52,-0.09503400000000001,-0.09503400000000001,4,2011,2011-03,0.48392299999999994
26,19,2011-4-1,1675026.24,1847634.86,0.122044,0.122044,4,2011,2011-04,0.48392299999999994
27,19,2011-5-1,1482949.03,1635764.42,-0.11467100000000001,-0.11467100000000001,4,2011,2011-05,0.48392299999999994
28,19,2011-6-1,1441991.39,2294842.01,-0.027619,-0.027619,4,2011,2011-06,0.48392299999999994
29,19,2011-7-1,1515432.68,2411719.37,0.05093,0.05093,4,2011,2011-07,0.48392299999999994
30,19,2011-8-1,1412332.41,2247641.54,-0.068034,-0.068034,4,2011,2011-08,0.48392299999999994
31,19,2011-9-1,1268274.5,2018382.1,-0.102,-0.102,4,2011,2011-09,0.48392299999999994
32,19,2011-10-1,1451877.72,2310575.5,0.144766,0.144766,4,2011,2011-10,0.48392299999999994
33,19,2011-11-1,1368550.11,2177964.65,-0.05739299999999999,-0.05739299999999999,4,2011,2011-11,0.48392299999999994
34,19,2011-12-1,1090320.62,1735179.27,-0.203302,-0.203302,4,2011,2011-12,0.48392299999999994
35,19,2014-1-1,1494101.62,1656511.81,-0.028986,-0.028986,4,2014,2014-01,0.714741
36,19,2014-2-1,1599519.92,1773389.18,0.070556,0.070556,4,2014,2014-02,0.714741
