,Stkcd,Trdmnt,Msmvosd,Msmvttl,Mretwd,Mretnd,Markettype,Trdmnt_year,Trdmnt_mon,bemeA
0,2,2007-1-1,49822638.19,58514829.78,-0.00842,-0.00842,4,2007,2007-01,0.51942
1,2,2007-2-1,47967713.05,56336289.42,-0.037231,-0.037231,4,2007,2007-02,0.51942
2,2,2007-3-1,53988348.76,63406990.6,0.12550899999999998,0.12550899999999998,4,2007,2007-03,0.51942
3,2,2007-4-1,58837211.91,69101771.55,0.089813,0.089813,4,2007,2007-04,0.51942
4,2,2007-5-1,94748087.65,111277548.6,0.620586,0.618639,4,2007,2007-05,0.51942
5,2,2007-6-1,93332479.95,109614978.3,-0.014941,-0.014941,4,2007,2007-06,0.51942
6,2,2007-7-1,138143785.7,162243927.1,0.480126,0.480126,4,2007,2007-07,0.51942
7,2,2007-8-1,164991517.9,193775432.4,0.194346,0.194346,4,2007,2007-08,0.51942
8,2,2007-9-1,156995253.9,182714808.4,-0.102578,-0.103045,4,2007,2007-09,0.51942
9,2,2007-10-1,202378319.0,235532698.4,0.289073,0.289073,4,2007,2007-10,0.51942
10,2,2007-11-1,164013253.7,190882523.4,-0.18957100000000002,-0.18957100000000002,4,2007,2007-11,0.51942
11,2,2007-12-1,169678004.1,174486591.9,-0.085895,-0.085895,4,2007,2007-12,0.51942
12,9,2007-1-1,2811675.22,4650228.7,0.146572,0.146572,4,2007,2007-01,0.551037
13,9,2007-2-1,3147916.8,5206338.53,0.11958800000000001,0.11958800000000001,4,2007,2007-02,0.551037
14,9,2007-3-1,4347951.38,7191075.32,0.381215,0.381215,4,2007,2007-03,0.551037
15,9,2007-4-1,6087131.93,10067505.44,0.4,0.4,4,2007,2007-04,0.551037
16,9,2007-5-1,7640799.88,12637116.35,0.255238,0.255238,4,2007,2007-05,0.551037
17,9,2007-6-1,6724831.46,11122196.49,-0.119879,-0.119879,4,2007,2007-06,0.551037
18,9,2007-7-1,7432098.22,12291944.74,0.105172,0.105172,4,2007,2007-07,0.551037
19,9,2007-8-1,7669786.23,12685056.86,0.031981,0.031981,4,2007,2007-08,0.551037
20,9,2007-9-1,8423431.13,13931509.91,0.098262,0.098262,4,2007,2007-09,0.551037
21,9,2007-10-1,8736483.63,14449267.33,0.037163999999999996,0.037163999999999996,4,2007,2007-10,0.551037
22,9,2007-11-1,6666858.78,11026315.48,-0.236894,-0.236894,4,2007,2007-11,0.551037
