,Stkcd,Trdmnt,Msmvosd,Msmvttl,Mretwd,Mretnd,Markettype,Trdmnt_year,Trdmnt_mon,bemeA
0,8,2017-1-1,13044047.91,24467071.81,-0.065451,-0.065451,4,2017,2017-01,0.41048599999999996
1,8,2017-2-1,17477314.78,24607525.72,0.005741,0.005741,4,2017,2017-02,0.41048599999999996
2,8,2017-3-1,17568078.84,24551344.16,-0.002283,-0.002283,4,2017,2017-03,0.41048599999999996
3,8,2017-4-1,16241427.57,22697352.49,-0.075515,-0.075515,4,2017,2017-04,0.41048599999999996
4,8,2017-5-1,14251450.68,19916365.0,-0.122525,-0.122525,4,2017,2017-05,0.41048599999999996
5,8,2017-6-1,14633365.44,20450089.87,0.028242000000000003,0.028208999999999998,4,2017,2017-06,0.41048599999999996
6,8,2017-7-1,15108866.54,21174026.14,0.035713999999999996,0.035713999999999996,4,2017,2017-07,0.41048599999999996
7,8,2017-8-1,16150857.33,22634303.81,0.068966,0.068966,4,2017,2017-08,0.41048599999999996
8,8,2017-9-1,17957996.5,25455617.67,0.12034700000000001,0.12034700000000001,4,2017,2017-09,0.41048599999999996
9,8,2017-10-1,18256302.09,25872267.65,0.016611,0.016611,4,2017,2017-10,0.41048599999999996
10,8,2017-11-1,16864209.33,23899436.78,-0.076253,-0.076253,4,2017,2017-11,0.41048599999999996
11,8,2017-12-1,17589143.52,24660385.83,0.03184,0.03184,4,2017,2017-12,0.41048599999999996
12,11,2005-7-1,463353.89,2435323.11,0.160183,0.160183,4,2005,2005-07,0.934486
13,11,2005-8-1,473406.93,2488160.49,0.021696,0.021696,4,2005,2005-08,0.934486
14,11,2005-9-1,466095.63,2449733.3,-0.015444,-0.015444,4,2005,2005-09,0.934486
15,11,2005-10-1,414002.59,2175939.58,-0.111765,-0.111765,4,2005,2005-10,0.934486
16,11,2005-11-1,420399.98,2209563.37,0.015453,0.015453,4,2005,2005-11,0.934486
17,11,2005-12-1,477062.59,2507374.08,0.134783,0.134783,4,2005,2005-12,0.934486
18,21,2007-1-1,3428459.44,9674703.73,0.32052800000000004,0.32052800000000004,4,2007,2007-01,0.33924099999999996
19,21,2007-2-1,3961429.05,11178680.4,0.15545499999999998,0.15545499999999998,4,2007,2007-02,0.33924099999999996
20,21,2007-3-1,4210771.55,11882295.22,0.062943,0.062943,4,2007,2007-03,0.33924099999999996
21,21,2007-4-1,5435666.6,15338803.01,0.290896,0.290896,4,2007,2007-04,0.33924099999999996
22,21,2007-5-1,6271171.87,15013381.15,-0.021216,-0.021216,4,2007,2007-05,0.33924099999999996
23,21,2007-6-1,5315984.59,12726633.0,-0.133487,-0.128881,4,2007,2007-06,0.33924099999999996
24,21,2007-7-1,6058091.63,14503260.41,0.139599,0.139599,4,2007,2007-07,0.33924099999999996
25,21,2007-8-1,6719375.13,16086393.75,0.10915699999999999,0.10915699999999999,4,2007,2007-08,0.33924099999999996
26,21,2007-9-1,6631204.0,15875309.3,-0.013122,-0.013122,4,2007,2007-09,0.33924099999999996
27,21,2007-10-1,6612835.01,15831333.38,-0.00277,-0.00277,4,2007,2007-10,0.33924099999999996
28,21,2007-11-1,5275572.82,12629885.96,-0.202222,-0.202222,4,2007,2007-11,0.33924099999999996
29,21,2007-12-1,6168305.55,14767115.97,0.16922,0.16922,4,2007,2007-12,0.33924099999999996
30,22,2017-1-1,8409426.84,8414946.1,-0.049395999999999995,-0.049395999999999995,4,2017,2017-01,0.423034
31,22,2017-2-1,8748779.06,8754521.04,0.040354,0.040354,4,2017,2017-02,0.423034
32,22,2017-3-1,9808673.66,9815111.27,0.121148,0.121148,4,2017,2017-03,0.423034
33,22,2017-4-1,11463596.79,11471120.56,0.16872,0.16872,4,2017,2017-04,0.423034
34,22,2017-5-1,11542624.02,11550199.65,0.006894,0.006894,4,2017,2017-05,0.423034
35,22,2017-6-1,13829764.99,13838841.71,0.198147,0.198147,4,2017,2017-06,0.423034
36,22,2017-7-1,13011600.74,13020140.49,-0.059160000000000004,-0.059160000000000004,4,2017,2017-07,0.423034
37,22,2017-8-1,12946519.49,12956499.9,0.012712000000000001,0.012719,4,2017,2017-08,0.423034
38,22,2017-9-1,11812246.33,11821352.33,-0.087612,-0.087612,4,2017,2017-09,0.423034
39,22,2017-10-1,11798300.35,11807395.6,-0.001181,-0.001181,4,2017,2017-10,0.423034
40,22,2017-11-1,11221866.45,11230517.33,-0.048857,-0.048857,4,2017,2017-11,0.423034
41,29,2006-2-1,831424.04,3388308.0,0.189005,0.189006,4,2006,2006-02,0.6168859999999999
42,29,2006-3-1,840175.87,3423974.4,0.010526,0.010526,4,2006,2006-03,0.6168859999999999
43,29,2006-4-1,776725.09,3165393.0,-0.075521,-0.075521,4,2006,2006-04,0.6168859999999999
44,29,2006-5-1,903626.65,3682555.8,0.16338,0.16338,4,2006,2006-05,0.6168859999999999
45,29,2006-6-1,899250.74,3664722.6,-0.004843,-0.004843,4,2006,2006-06,0.6168859999999999
46,29,2006-7-1,892686.86,3637972.8,-0.007298999999999999,-0.007298999999999999,4,2006,2006-07,0.6168859999999999
47,29,2006-8-1,1041468.01,4244301.6,0.166667,0.166667,4,2006,2006-08,0.6168859999999999
48,29,2006-9-1,1135550.2,4627715.4,0.090336,0.090336,4,2006,2006-09,0.6168859999999999
49,29,2006-10-1,988957.02,4030303.2,-0.12909400000000001,-0.12909400000000001,4,2006,2006-10,0.6168859999999999
50,29,2006-11-1,1209940.77,4930879.8,0.223451,0.223451,4,2006,2006-11,0.6168859999999999
51,29,2006-12-1,1072099.42,4369134.0,-0.113924,-0.113924,4,2006,2006-12,0.6168859999999999
52,29,2007-1-1,1174933.45,4788214.2,0.09591799999999999,0.09591799999999999,4,2007,2007-01,0.376372
53,29,2007-2-1,1831775.84,6063288.0,0.26629400000000003,0.26629400000000003,4,2007,2007-02,0.376372
54,29,2007-3-1,1837163.42,6081121.2,0.002941,0.002941,4,2007,2007-03,0.376372
55,29,2007-4-1,2470203.6,8176522.2,0.344575,0.344575,4,2007,2007-04,0.376372
56,29,2007-5-1,2518691.78,8337021.0,0.019629,0.019629,4,2007,2007-05,0.376372
57,29,2007-6-1,1896426.75,6277286.4,-0.247059,-0.247059,4,2007,2007-06,0.376372
58,29,2007-7-1,2305882.53,7632609.6,0.21590900000000002,0.21590900000000002,4,2007,2007-07,0.376372
59,29,2007-8-1,2653381.18,8782851.0,0.150701,0.150701,4,2007,2007-08,0.376372
60,29,2007-9-1,2553711.02,8452936.8,-0.037563,-0.037563,4,2007,2007-09,0.376372
61,29,2007-10-1,2130786.31,7053030.6,-0.16561199999999998,-0.16561199999999998,4,2007,2007-10,0.376372
62,29,2007-11-1,1936833.57,6411035.4,-0.09102400000000001,-0.09102400000000001,4,2007,2007-11,0.376372
63,29,2007-12-1,2149642.82,7115446.8,0.109875,0.109875,4,2007,2007-12,0.376372
64,29,2009-1-1,931094.22,2594730.6,0.11923099999999999,0.11923099999999999,4,2009,2009-01,0.44305100000000003
65,29,2009-2-1,979088.77,2728479.6,0.051546,0.051546,4,2009,2009-02,0.44305100000000003
66,29,2009-3-1,3379370.37,3379391.4,0.238562,0.238562,4,2009,2009-03,0.44305100000000003
67,29,2009-4-1,3486368.9,3486390.6,0.031662,0.031662,4,2009,2009-04,0.44305100000000003
68,29,2009-5-1,4467188.79,4467216.6,0.28133,0.28133,4,2009,2009-05,0.44305100000000003
69,29,2009-6-1,4609853.51,4609882.2,0.031936,0.031936,4,2009,2009-06,0.44305100000000003
70,29,2009-7-1,5474758.32,5474792.4,0.187621,0.187621,4,2009,2009-07,0.44305100000000003
71,29,2009-8-1,4663352.77,4663381.8,-0.148208,-0.148208,4,2009,2009-08,0.44305100000000003
72,29,2009-9-1,4333440.63,4333467.6,-0.070746,-0.070746,4,2009,2009-09,0.44305100000000003
73,29,2009-10-1,7801976.44,7802025.0,0.800412,0.800412,4,2009,2009-10,0.44305100000000003
74,29,2009-11-1,6981654.34,6981697.8,-0.105143,-0.105143,4,2009,2009-11,0.44305100000000003
75,29,2009-12-1,6402118.8,6402118.8,-0.083014,-0.083014,4,2009,2009-12,0.44305100000000003
76,31,2005-7-1,688737.33,1972459.05,-0.072368,-0.072368,4,2005,2005-07,0.911358
77,31,2005-8-1,797828.12,2284881.65,0.158392,0.158392,4,2005,2005-08,0.911358
78,31,2005-9-1,937855.09,2685901.69,0.17551,0.17551,4,2005,2005-09,0.911358
79,31,2005-10-1,833648.97,2387468.17,-0.11111099999999999,-0.11111099999999999,4,2005,2005-10,0.911358
80,31,2005-11-1,866213.39,2480728.65,0.039063,0.039063,4,2005,2005-11,0.911358
81,31,2005-12-1,1090907.84,3124225.93,0.259398,0.259398,4,2005,2005-12,0.911358
82,49,2017-1-1,8768012.49,8768012.49,0.015933000000000003,0.015933000000000003,4,2017,2017-01,0.428249
83,49,2017-2-1,9256492.58,9256492.58,0.055712,0.055712,4,2017,2017-02,0.428249
84,49,2017-3-1,10549528.13,10549528.13,0.13969,0.13969,4,2017,2017-03,0.428249
85,49,2017-4-1,11540855.39,11540855.39,0.09396900000000001,0.09396900000000001,4,2017,2017-04,0.428249
86,49,2017-5-1,10331969.77,10331969.77,-0.100751,-0.100302,4,2017,2017-05,0.428249
87,49,2017-6-1,10633678.07,10633678.07,0.029200999999999998,0.029200999999999998,4,2017,2017-06,0.428249
88,49,2017-7-1,11237094.66,11237094.66,0.056746000000000005,0.056746000000000005,4,2017,2017-07,0.428249
89,49,2017-8-1,11253514.15,11253514.15,0.0014609999999999998,0.0014609999999999998,4,2017,2017-08,0.428249
90,49,2017-9-1,10504374.51,10504374.51,-0.066569,-0.066569,4,2017,2017-09,0.428249
91,49,2017-10-1,10754771.87,10754771.87,0.023837,0.023837,4,2017,2017-10,0.428249
92,49,2017-11-1,8702334.49,8702334.49,-0.19084,-0.19084,4,2017,2017-11,0.428249
93,49,2017-12-1,8125599.59,8125599.59,-0.066274,-0.066274,4,2017,2017-12,0.428249
94,56,2013-1-1,1854954.16,1860251.26,0.09887,0.09887,4,2013,2013-01,0.560232
95,56,2013-2-1,1837072.21,1842318.25,-0.009640000000000001,-0.009640000000000001,4,2013,2013-02,0.560232
96,56,2013-3-1,2106493.57,2112508.98,0.14665799999999998,0.14665799999999998,4,2013,2013-03,0.560232
97,56,2013-4-1,2420023.74,2426934.49,0.14884,0.14884,4,2013,2013-04,0.560232
98,56,2013-5-1,3014896.57,3023506.07,0.245813,0.245813,4,2013,2013-05,0.560232
99,56,2013-6-1,2837269.21,2845371.47,-0.058917,-0.058917,4,2013,2013-06,0.560232
100,56,2013-7-1,2844421.99,2852544.67,0.0025210000000000002,0.0025210000000000002,4,2013,2013-07,0.560232
101,56,2013-8-1,3028010.0,3036656.94,0.06454299999999999,0.06454299999999999,4,2013,2013-08,0.560232
102,56,2013-9-1,3278357.28,3287719.13,0.082677,0.082677,4,2013,2013-09,0.560232
103,56,2013-10-1,2375914.93,2382699.72,-0.275273,-0.275273,4,2013,2013-10,0.560232
104,56,2013-11-1,2551158.03,2558443.25,0.073758,0.073758,4,2013,2013-11,0.560232
105,56,2013-12-1,2336574.64,2343247.09,-0.084112,-0.084112,4,2013,2013-12,0.560232
106,62,2016-1-1,15613289.48,16886025.68,-0.360383,-0.360383,4,2016,2016-01,0.306697
107,62,2016-2-1,14079305.46,15226997.1,-0.098249,-0.098249,4,2016,2016-02,0.306697
108,62,2016-3-1,18714604.99,20240148.68,0.329228,0.329228,4,2016,2016-03,0.306697
109,62,2016-4-1,16253561.07,17578489.78,-0.131504,-0.131504,4,2016,2016-04,0.306697
110,62,2016-5-1,17040561.56,18429643.58,0.053002,0.052524,4,2016,2016-05,0.306697
111,62,2016-6-1,18007638.44,19475552.9,0.056750999999999996,0.056750999999999996,4,2016,2016-06,0.306697
112,62,2016-7-1,17127265.01,18523414.76,-0.048889,-0.048889,4,2016,2016-07,0.306697
113,62,2016-8-1,16840476.69,18213248.54,-0.016745,-0.016745,4,2016,2016-08,0.306697
114,62,2016-9-1,16153518.63,17470292.27,-0.040792,-0.040792,4,2016,2016-09,0.306697
115,62,2016-10-1,17294002.4,18703743.95,0.070603,0.070603,4,2016,2016-10,0.306697
116,62,2016-11-1,20295275.48,21949669.43,0.173544,0.173544,4,2016,2016-11,0.306697
117,62,2016-12-1,18948037.34,20492609.55,-0.06638200000000001,-0.06638200000000001,4,2016,2016-12,0.306697
118,62,2017-1-1,18334449.92,19828998.12,-0.032382999999999995,-0.032382999999999995,4,2017,2017-01,0.40476
119,62,2017-2-1,18427822.89,19929982.47,0.005093,0.005093,4,2017,2017-02,0.40476
120,62,2017-3-1,17307347.23,18718170.29,-0.060802999999999996,-0.060802999999999996,4,2017,2017-03,0.40476
121,62,2017-4-1,15760023.7,17044715.37,-0.089403,-0.089403,4,2017,2017-04,0.40476
122,62,2017-5-1,21522469.95,23276892.3,0.376202,0.374101,4,2017,2017-05,0.40476
123,62,2017-6-1,17694178.11,19136534.01,-0.177874,-0.177874,4,2017,2017-06,0.40476
124,62,2017-7-1,17000550.33,18386364.57,-0.039201,-0.039201,4,2017,2017-07,0.40476
125,62,2017-8-1,18574551.85,20088672.16,0.092585,0.092585,4,2017,2017-08,0.40476
126,62,2017-9-1,18087678.49,19562110.91,-0.026212,-0.026212,4,2017,2017-09,0.40476
127,62,2017-10-1,16346939.52,17679474.13,-0.096239,-0.096239,4,2017,2017-10,0.40476
128,62,2017-11-1,16807134.88,18177182.7,0.028151999999999996,0.028151999999999996,4,2017,2017-11,0.40476
129,62,2017-12-1,15666650.73,16943731.02,-0.067857,-0.067857,4,2017,2017-12,0.40476
130,66,2006-1-1,1569711.6,3970536.39,0.075776,0.075776,4,2006,2006-01,0.825249
131,66,2006-2-1,1520771.4,3846743.69,-0.031177999999999997,-0.031177999999999997,4,2006,2006-02,0.825249
132,66,2006-3-1,1480894.2,3745875.56,-0.026222000000000002,-0.026222000000000002,4,2006,2006-03,0.825249
133,66,2006-4-1,1634965.2,4135593.33,0.104039,0.104039,4,2006,2006-04,0.825249
134,66,2006-5-1,1672887.08,3209440.5,0.024388999999999997,0.024390000000000002,4,2006,2006-05,0.825249
135,66,2006-6-1,1553395.14,2980194.75,-0.028172000000000003,-0.028571,4,2006,2006-06,0.825249
136,66,2006-7-1,1319190.95,2530873.08,-0.15076900000000001,-0.15076900000000001,4,2006,2006-07,0.825249
137,66,2006-8-1,1333529.98,2558382.57,0.01087,0.01087,4,2006,2006-08,0.825249
138,66,2006-9-1,1390886.11,2668420.53,0.043011,0.043011,4,2006,2006-09,0.825249
139,66,2006-10-1,1290512.89,2475854.1,-0.07216499999999999,-0.07216499999999999,4,2006,2006-10,0.825249
140,66,2006-11-1,1266614.5,2430004.95,-0.018519,-0.018519,4,2006,2006-11,0.825249
141,66,2006-12-1,1307241.76,2507948.51,0.032075,0.032075,4,2006,2006-12,0.825249
142,78,2009-1-1,1603349.68,2381662.91,0.17363299999999998,0.17363299999999998,4,2009,2009-01,0.47724399999999995
143,78,2009-2-1,1656062.55,2459964.15,0.032876999999999997,0.032876999999999997,4,2009,2009-02,0.47724399999999995
144,78,2009-3-1,1981125.22,2942821.84,0.196286,0.196286,4,2009,2009-03,0.47724399999999995
145,78,2009-4-1,2631250.57,3908537.21,0.32816,0.32816,4,2009,2009-04,0.47724399999999995
146,78,2009-5-1,2965098.72,4404445.1,0.126878,0.126878,4,2009,2009-05,0.47724399999999995
147,78,2009-6-1,4287229.67,6368501.36,0.44592600000000004,0.44592600000000004,4,2009,2009-06,0.47724399999999995
148,78,2009-7-1,4274051.71,6348926.05,-0.003074,-0.003074,4,2009,2009-07,0.47724399999999995
149,78,2009-8-1,4098345.58,6087921.89,-0.04111,-0.04111,4,2009,2009-08,0.47724399999999995
150,78,2009-9-1,5499601.99,8169430.02,0.341908,0.341908,4,2009,2009-09,0.47724399999999995
