,Stkcd,Trdmnt,Msmvosd,Msmvttl,Mretwd,Mretnd,Markettype,Trdmnt_year,Trdmnt_mon,bemeA
0,5,2014-1-1,2147296.07,2148683.98,-0.06,-0.06,4,2014,2014-01,0.770859
1,5,2014-3-1,2311769.81,2313264.03,0.076596,0.076596,4,2014,2014-03,0.770859
2,5,2014-4-1,2092471.49,2093823.96,-0.094862,-0.094862,4,2014,2014-04,0.770859
3,5,2014-5-1,2055921.77,2057250.62,-0.017467,-0.017467,4,2014,2014-05,0.770859
4,5,2014-6-1,2065059.2,2066393.95,0.004444,0.004444,4,2014,2014-06,0.770859
5,5,2014-7-1,2284357.52,2285834.02,0.106195,0.106195,4,2014,2014-07,0.770859
6,5,2014-8-1,2357456.96,2358980.71,0.032,0.032,4,2014,2014-08,0.770859
7,5,2014-9-1,3609284.88,3611617.75,0.531008,0.531008,4,2014,2014-09,0.770859
8,5,2014-10-1,3563597.73,3565901.07,-0.012657999999999999,-0.012657999999999999,4,2014,2014-10,0.770859
9,5,2014-11-1,3654972.03,3657334.43,0.025641000000000004,0.025641000000000004,4,2014,2014-11,0.770859
10,5,2014-12-1,3746346.33,3748767.79,0.025,0.025,4,2014,2014-12,0.770859
11,5,2017-1-1,6240019.34,6944001.68,-0.029586,-0.029586,4,2017,2017-01,0.499699
12,5,2017-3-1,5954652.6,6626440.63,-0.045732,-0.045732,4,2017,2017-03,0.499699
13,5,2017-4-1,5536114.72,6160684.42,-0.070288,-0.070288,4,2017,2017-04,0.499699
14,5,2017-5-1,4946356.79,5504391.58,-0.106529,-0.106529,4,2017,2017-05,0.499699
15,5,2017-6-1,4984405.69,5546733.05,0.007692,0.007692,4,2017,2017-06,0.499699
16,5,2017-7-1,4699038.95,5229172.0,-0.057252,-0.057252,4,2017,2017-07,0.499699
17,5,2017-8-1,4651477.83,5176245.16,-0.010121,-0.010121,4,2017,2017-08,0.499699
18,5,2017-9-1,4803673.42,5345611.05,0.03272,0.03272,4,2017,2017-09,0.499699
19,5,2017-10-1,4499282.24,5006879.26,-0.06336599999999999,-0.06336599999999999,4,2017,2017-10,0.499699
20,5,2017-11-1,3995134.33,4445854.74,-0.112051,-0.112051,4,2017,2017-11,0.499699
21,5,2017-12-1,3938060.98,4382342.53,-0.014286000000000002,-0.014286000000000002,4,2017,2017-12,0.499699
22,5,2018-1-1,3833426.51,4265903.47,-0.02657,-0.02657,4,2018,2018-01,0.9163540000000001
23,5,2018-2-1,3633669.8,4043610.74,-0.052109,-0.052109,4,2018,2018-02,0.9163540000000001
24,5,2018-3-1,3671718.7,4085952.21,0.010471,0.010471,4,2018,2018-03,0.9163540000000001
25,5,2018-4-1,3405376.41,3789561.89,-0.07253899999999999,-0.07253899999999999,4,2018,2018-04,0.9163540000000001
26,5,2018-5-1,3272205.26,3641366.74,-0.039106,-0.039106,4,2018,2018-05,0.9163540000000001
27,5,2018-6-1,2815618.48,3133269.05,-0.139535,-0.139535,4,2018,2018-06,0.9163540000000001
28,5,2018-7-1,2996350.75,3334391.05,0.064189,0.064189,4,2018,2018-07,0.9163540000000001
29,5,2018-8-1,2815618.48,3133269.05,-0.060316999999999996,-0.060316999999999996,4,2018,2018-08,0.9163540000000001
30,5,2018-9-1,2796594.03,3112098.32,-0.006756999999999999,-0.006756999999999999,4,2018,2018-09,0.9163540000000001
31,5,2018-10-1,2596837.32,2889805.58,-0.07142899999999999,-0.07142899999999999,4,2018,2018-10,0.9163540000000001
32,5,2018-11-1,2853667.38,3175610.53,0.098901,0.098901,4,2018,2018-11,0.9163540000000001
33,5,2018-12-1,2549276.19,2836878.74,-0.10666700000000001,-0.10666700000000001,4,2018,2018-12,0.9163540000000001
34,10,2018-1-1,2485536.33,3902508.43,-0.121771,-0.121771,4,2018,2018-01,0.8265319999999999
35,10,2018-2-1,2323663.17,3648353.47,-0.065126,-0.065126,4,2018,2018-02,0.8265319999999999
36,10,2018-3-1,2354993.46,3697544.76,0.013483000000000002,0.013483000000000002,4,2018,2018-03,0.8265319999999999
37,10,2018-4-1,1697057.37,2664527.82,-0.279379,-0.279379,4,2018,2018-04,0.8265319999999999
38,10,2018-5-1,1848487.1,2902285.68,0.08923099999999999,0.08923099999999999,4,2018,2018-05,0.8265319999999999
39,10,2018-6-1,2041690.56,3205631.93,0.10452,0.10452,4,2018,2018-06,0.8265319999999999
40,10,2018-7-1,2422875.75,3804125.87,0.186701,0.186701,4,2018,2018-07,0.8265319999999999
41,10,2018-8-1,2354992.78,3697544.76,-0.028017,-0.028017,4,2018,2018-08,0.8265319999999999
42,10,2018-9-1,2516865.9,3951699.72,0.068736,0.068736,4,2018,2018-09,0.8265319999999999
43,10,2018-10-1,2287110.5,3590963.64,-0.091286,-0.091286,4,2018,2018-10,0.8265319999999999
44,10,2018-11-1,2177454.52,3418794.15,-0.047945,-0.047945,4,2018,2018-11,0.8265319999999999
45,10,2018-12-1,1702278.59,2672726.36,-0.218225,-0.218225,4,2018,2018-12,0.8265319999999999
46,11,2014-1-1,1264452.28,3799007.97,-0.079385,-0.079385,4,2014,2014-01,0.940641
47,11,2014-2-1,1202900.36,3614077.13,-0.048679,-0.048679,4,2014,2014-02,0.940641
48,11,2014-3-1,1391073.37,4179437.15,0.156433,0.156433,4,2014,2014-03,0.940641
49,11,2014-4-1,1201141.74,3608793.39,-0.136536,-0.136536,4,2014,2014-04,0.940641
50,11,2014-5-1,1211693.49,3640495.82,0.008785,0.008785,4,2014,2014-05,0.940641
51,11,2014-6-1,1180038.22,3545388.53,0.011389,0.010159999999999999,4,2014,2014-06,0.940641
52,11,2014-7-1,1252141.9,3762021.8,0.061103,0.061103,4,2014,2014-07,0.940641
53,11,2014-8-1,1382280.24,4153018.45,0.103933,0.103933,4,2014,2014-08,0.940641
54,11,2014-9-1,1452625.29,4364367.99,0.050891000000000006,0.050891000000000006,4,2014,2014-09,0.940641
55,11,2014-10-1,1549349.74,4654973.61,0.066586,0.066586,4,2014,2014-10,0.940641
56,11,2014-11-1,1719936.48,5167496.24,0.11010199999999999,0.11010199999999999,4,2014,2014-11,0.940641
57,11,2014-12-1,1755109.01,5273171.01,0.02045,0.02045,4,2014,2014-12,0.940641
58,11,2015-1-1,1635522.42,4913876.8,-0.068136,-0.068136,4,2015,2015-01,0.449176
59,11,2015-2-1,1649591.43,4956146.7,0.008602,0.008602,4,2015,2015-02,0.449176
60,11,2015-3-1,2112110.14,6345769.93,0.280384,0.280384,4,2015,2015-03,0.449176
61,11,2015-4-1,2572870.22,7730109.41,0.21815199999999998,0.21815199999999998,4,2015,2015-04,0.449176
62,11,2015-5-1,3165527.27,9510729.28,0.23034899999999997,0.23034899999999997,4,2015,2015-05,0.449176
63,11,2015-6-1,2620353.13,7872770.35,-0.162945,-0.16,4,2015,2015-06,0.449176
64,11,2015-7-1,2831388.28,8506818.97,0.080537,0.080537,4,2015,2015-07,0.449176
65,11,2015-8-1,1792040.16,5384129.52,-0.367081,-0.367081,4,2015,2015-08,0.449176
66,11,2015-9-1,1806109.17,5426399.43,0.007851,0.007851,4,2015,2015-09,0.449176
67,11,2015-10-1,2655525.65,7978445.12,0.47030200000000005,0.47030200000000005,4,2015,2015-10,0.449176
68,11,2015-11-1,2463835.39,7402517.62,-0.072185,-0.072185,4,2015,2015-11,0.449176
69,11,2015-12-1,2553525.33,7671988.29,0.036403,0.036403,4,2015,2015-12,0.449176
70,14,2007-1-1,648670.1,1012560.04,0.041494,0.041494,4,2007,2007-01,0.502152
71,14,2007-2-1,744290.8,1161821.88,0.14740999999999999,0.14740999999999999,4,2007,2007-02,0.502152
72,14,2007-3-1,1107917.99,1518167.71,0.306713,0.306713,4,2007,2007-03,0.502152
73,14,2007-4-1,1281612.84,1756179.83,0.156776,0.156776,4,2007,2007-04,0.502152
74,14,2007-5-1,1389558.79,1904096.97,0.084227,0.084227,4,2007,2007-05,0.502152
75,14,2007-6-1,1470027.59,2014362.47,0.05791,0.05791,4,2007,2007-06,0.502152
76,14,2007-7-1,2277659.57,3121051.6,0.550085,0.5498,4,2007,2007-07,0.502152
77,14,2007-8-1,2080412.88,2850766.65,-0.086601,-0.086601,4,2007,2007-08,0.502152
78,14,2007-9-1,1889054.15,2588549.91,-0.091981,-0.091981,4,2007,2007-09,0.502152
79,14,2007-10-1,1890035.47,2589894.61,0.000519,0.000519,4,2007,2007-10,0.502152
80,14,2012-1-1,1000457.73,1000457.73,0.012245,0.012245,4,2012,2012-01,0.9128780000000001
81,14,2012-2-1,1244521.0,1244521.0,0.243952,0.243952,4,2012,2012-02,0.9128780000000001
82,14,2012-3-1,1065003.39,1065003.39,-0.144246,-0.144246,4,2012,2012-03,0.9128780000000001
83,14,2012-4-1,1647931.38,1647931.38,0.547348,0.547348,4,2012,2012-04,0.9128780000000001
84,14,2012-5-1,1490601.33,1490601.33,-0.095471,-0.095471,4,2012,2012-05,0.9128780000000001
