股票代码_StkCd,日期_Date,风险因子_流通市值加权_持有期收益_Beta_TMV_H
1,2005/1/31,0.9075
1,2005/2/28,0.7836
1,2005/3/31,0.8823
1,2005/4/29,0.8277
1,2005/5/31,0.7782
1,2005/6/30,0.7628
1,2005/7/29,0.7914
1,2005/8/31,0.7783
1,2005/9/30,0.8098
1,2005/10/31,0.7178
1,2005/11/30,0.7476
1,2005/12/30,0.7509
1,2006/1/25,0.6196
1,2006/2/28,0.6604
1,2006/3/31,0.174
1,2006/4/28,0.8896
1,2006/5/31,0.7334
1,2006/6/30,0.7374
1,2006/7/31,0.8578
1,2006/8/31,0.8782
1,2006/9/29,0.8556
1,2006/10/31,0.84
1,2006/11/30,1.1677
1,2006/12/29,1.159
1,2007/1/31,1.339
1,2007/2/28,1.1946
1,2007/3/30,0.9757
1,2007/4/30,1.0873
1,2007/5/31,1.1557
1,2007/6/29,0.9902
1,2007/7/31,0.9338
1,2007/8/31,0.899
1,2007/9/28,0.9591
1,2007/10/31,0.8117
1,2007/11/30,1.0207
1,2007/12/28,0.9768
1,2008/1/31,0.9475
1,2008/2/29,0.988
1,2008/3/31,0.9976
1,2008/4/30,0.8965
1,2008/5/30,0.9535
1,2008/6/30,0.9773
1,2008/7/31,0.8385
1,2008/8/29,0.759
1,2008/9/26,0.7589
1,2008/10/31,0.7515
1,2008/11/28,0.7075
1,2008/12/31,0.7629
1,2009/1/23,0.8854
1,2009/2/27,0.9683
1,2009/3/31,0.9417
1,2009/4/30,0.9328
1,2009/5/27,0.9199
1,2009/6/30,0.9328
1,2009/7/31,0.9455
1,2009/8/31,1.2757
1,2009/9/30,1.1863
1,2009/10/30,1.2476
1,2009/11/30,1.3348
1,2009/12/31,1.3547
1,2010/1/29,1.3306
1,2010/2/26,1.3135
1,2010/3/31,1.4276
1,2010/4/30,1.4214
1,2010/5/31,1.4398
1,2010/6/30,1.2457
1,2010/7/30,1.2457
1,2010/8/31,1.2457
1,2010/9/30,1.214
1,2010/10/29,1.0645
1,2010/11/30,1.0616
1,2010/12/31,1.0107
1,2011/1/31,0.9865
1,2011/2/28,0.928
1,2011/3/31,0.8701
1,2011/4/29,0.7588
1,2011/5/31,0.7095
1,2011/6/30,0.5725
1,2011/7/29,0.4206
1,2011/8/31,0.5202
1,2011/9/30,0.5219
1,2011/10/31,0.2967
1,2011/11/30,0.376
1,2011/12/30,0.2881
1,2012/1/31,0.2972
1,2012/2/29,0.2425
1,2012/3/30,0.3053
1,2012/4/27,0.3831
1,2012/5/31,0.3434
1,2012/6/29,0.3934
1,2012/7/31,0.3643
1,2012/8/31,0.3575
1,2012/9/28,0.2965
1,2012/10/31,0.2474
1,2012/11/30,0.1956
1,2012/12/31,0.8031
1,2013/1/31,1.0118
1,2013/2/28,1.2258
1,2013/3/29,1.2763
1,2013/4/26,1.3436
1,2013/5/31,1.2435
1,2013/6/28,1.3687
1,2013/7/31,1.3712
1,2013/8/30,1.3695
1,2013/9/30,1.3888
1,2013/10/31,1.269
1,2013/11/29,1.3501
1,2013/12/31,1.3664
1,2014/1/30,1.156
1,2014/2/28,1.1318
1,2014/3/31,1.0404
1,2014/4/30,0.9968
1,2014/5/30,1.0027
1,2014/6/30,0.3149
1,2014/7/31,0.6226
1,2014/8/29,0.3206
1,2014/9/30,-0.0381
1,2014/10/31,0.4035
1,2014/11/28,0.6634
1,2014/12/31,0.0562
1,2015/1/30,-0.387
1,2015/2/27,-0.5239
1,2015/3/31,-0.133
1,2015/4/30,0.329
1,2015/5/29,-0.192
1,2015/6/30,0.0994
1,2015/7/31,0.359
1,2015/8/31,0.4197
1,2015/9/30,0.4629
1,2015/10/30,0.4542
1,2015/11/30,0.4482
1,2015/12/31,0.4997
1,2016/1/29,0.5152
1,2016/2/29,0.5222
1,2016/3/31,0.5218
1,2016/4/29,0.4022
1,2016/5/31,0.5682
1,2016/6/30,0.5769
1,2016/7/29,0.5394
1,2016/8/31,0.5358
1,2016/9/30,0.5338
1,2016/10/31,0.5609
1,2016/11/30,0.574
1,2016/12/30,0.5859
1,2017/1/26,0.5807
1,2017/2/28,0.5412
1,2017/3/31,0.4563
1,2017/4/28,0.4739
1,2017/5/31,0.3448
1,2017/6/30,0.3891
1,2017/7/31,0.3913
1,2017/8/31,0.4594
1,2017/9/29,0.3463
1,2017/10/31,0.3865
1,2017/11/30,-0.0431
1,2017/12/29,-0.4266
1,2018/1/31,-0.4627
1,2018/2/28,0.0826
1,2018/3/30,-0.1275
1,2018/4/27,-0.1423
1,2018/5/31,-0.121
1,2018/6/29,0.5379
1,2018/7/31,0.4512
1,2018/8/31,-0.0856
1,2018/9/28,0.0862
1,2018/10/31,0.0479
1,2018/11/30,0.0242
1,2018/12/28,0.0813
2,2005/1/31,0.687
2,2005/2/28,0.5776
2,2005/3/31,0.5114
2,2005/4/28,0.3396
2,2005/5/31,0.5261
2,2005/6/30,0.5621
2,2005/7/29,0.5305
2,2005/8/31,0.2388
2,2005/9/30,0.1385
2,2005/10/31,0.0159
2,2005/11/4,0.0129
2,2005/12/30,0.1003
2,2006/1/25,0.3699
2,2006/2/28,0.5872
2,2006/3/31,0.5138
2,2006/4/28,0.2269
2,2006/5/31,-0.661
2,2006/6/30,-0.6869
2,2006/7/31,-0.3469
2,2006/8/31,-0.2613
2,2006/9/29,-0.2957
2,2006/10/31,-0.3488
2,2006/11/30,0.1615
2,2006/12/29,0.3427
2,2007/1/31,-0.0046
2,2007/2/28,-0.1311
2,2007/3/30,0.0093
2,2007/4/30,-0.0202
2,2007/5/31,0.3
2,2007/6/29,0.3781
2,2007/7/31,0.4489
2,2007/8/31,0.5035
2,2007/9/28,0.633
2,2007/10/31,0.3554
2,2007/11/30,0.694
2,2007/12/28,0.5804
2,2008/1/31,0.7551
2,2008/2/29,0.8334
2,2008/3/31,0.6621
2,2008/4/30,0.9614
2,2008/5/30,0.7073
2,2008/6/30,0.8343
2,2008/7/31,0.3977
2,2008/8/29,0.2388
2,2008/9/26,0.2777
2,2008/10/31,0.1641
2,2008/11/28,0.3465
2,2008/12/31,0.4556
2,2009/1/23,0.5158
2,2009/2/27,0.56
2,2009/3/31,0.7583
2,2009/4/30,0.7614
2,2009/5/27,0.7664
2,2009/6/30,0.7554
2,2009/7/31,0.7085
2,2009/8/31,0.8552
2,2009/9/30,0.8454
2,2009/10/30,1.1677
2,2009/11/30,1.1234
2,2009/12/31,1.1274
2,2010/1/29,1.1726
2,2010/2/26,1.1817
2,2010/3/31,1.2391
2,2010/4/30,1.297
2,2010/5/31,1.2078
2,2010/6/30,0.969
2,2010/7/30,1.2165
2,2010/8/31,1.077
2,2010/9/30,1.0443
2,2010/10/29,1.1028
2,2010/11/30,1.3022
2,2010/12/31,1.2923
2,2011/1/31,1.1447
2,2011/2/28,1.0634
2,2011/3/30,1.0088
2,2011/4/29,0.8793
2,2011/5/31,0.8781
2,2011/6/30,0.9189
2,2011/7/29,0.6488
2,2011/8/31,0.7031
2,2011/9/30,0.7699
2,2011/10/31,0.6263
2,2011/11/30,0.7327
2,2011/12/30,0.4161
2,2012/1/31,0.4398
2,2012/2/29,0.6207
2,2012/3/30,0.6009
2,2012/4/27,0.6399
2,2012/5/31,0.5972
2,2012/6/29,0.5816
2,2012/7/31,0.5595
2,2012/8/31,0.5475
2,2012/9/28,0.427
2,2012/10/31,0.3559
2,2012/11/30,0.1734
2,2012/12/25,0.5197
2,2013/1/31,0.6137
2,2013/2/28,0.6369
2,2013/3/29,0.7389
2,2013/4/26,0.7165
2,2013/5/31,0.6953
2,2013/6/28,0.8443
2,2013/7/31,0.8816
2,2013/8/30,0.8031
2,2013/9/30,0.7614
2,2013/10/31,0.7374
2,2013/11/29,0.9349
2,2013/12/31,0.891
2,2014/1/30,0.7423
2,2014/2/28,0.7378
2,2014/3/31,0.434
2,2014/4/30,0.4576
2,2014/5/30,0.3249
2,2014/6/30,-0.6966
2,2014/7/31,-0.1132
2,2014/8/29,-0.2272
2,2014/9/30,-0.0971
2,2014/10/31,-0.1226
2,2014/11/28,0.2324
2,2014/12/31,-0.4249
2,2015/1/30,-0.741
2,2015/2/27,-1.1036
2,2015/3/31,-0.1271
2,2015/4/30,-0.2809
2,2015/5/29,-0.2944
2,2015/6/30,-0.1409
2,2015/7/31,-0.0379
2,2015/8/31,0.0407
2,2015/9/30,0.0988
2,2015/10/30,0.1128
2,2015/11/30,0.1185
2,2015/12/18,0.1929
2,2016/7/29,0.2853
2,2016/8/31,0.3184
2,2016/9/30,0.3748
2,2016/10/31,0.4279
2,2016/11/30,0.7792
2,2016/12/30,0.9313
2,2017/1/26,1.1396
2,2017/2/28,1.5673
2,2017/3/31,1.5504
2,2017/4/28,3.9491
2,2017/5/31,4.412
2,2017/6/30,2.8702
2,2017/7/31,2.6538
2,2017/8/31,1.5202
2,2017/9/29,1.709
2,2017/10/31,1.917
2,2017/11/30,1.5039
2,2017/12/29,0.6781
2,2018/1/31,0.5633
2,2018/2/28,1.2935
2,2018/3/30,1.1889
2,2018/4/27,1.4761
2,2018/5/31,2.0398
2,2018/6/29,1.1734
2,2018/7/31,1.2394
2,2018/8/31,0.8815
2,2018/9/28,0.5789
2,2018/10/31,0.2025
2,2018/11/30,0.4024
2,2018/12/28,0.4543
4,2005/1/31,2.2436
4,2005/2/28,2.1009
4,2005/3/31,1.7769
4,2005/4/29,1.791
4,2005/5/31,1.5967
4,2005/6/30,1.4491
4,2005/7/29,1.5095
4,2005/8/31,1.5595
4,2005/9/30,1.4627
4,2005/10/31,1.4694
4,2005/11/30,1.378
4,2005/12/30,1.2646
4,2006/1/25,1.0555
4,2006/2/28,0.9951
4,2006/3/31,0.8979
4,2006/4/28,0.0712
4,2006/5/31,1.6181
4,2006/6/30,1.6384
4,2006/7/21,1.1831
4,2006/8/31,1.0693
4,2006/9/29,1.0873
4,2006/10/31,1.1585
4,2006/11/30,1.2291
4,2006/12/29,1.0942
4,2007/1/31,1.0696
4,2007/2/28,1.2181
4,2007/3/30,1.3742
4,2007/4/30,1.0028
4,2007/5/31,0.7594
4,2007/6/29,1.1665
4,2007/7/31,1.6627
4,2007/8/31,1.498
4,2007/9/28,1.5631
4,2007/10/31,1.3358
4,2007/11/30,1.14
4,2007/12/28,1.1202
4,2008/1/31,1.153
4,2008/2/29,1.1246
4,2008/3/31,0.992
4,2008/4/30,1.1501
4,2008/5/30,1.1479
4,2008/6/30,1.0792
4,2008/7/31,0.9399
4,2008/8/29,0.9374
4,2008/9/26,1.0107
4,2008/10/31,1.0523
4,2008/11/28,1.0761
4,2008/12/31,1.2311
4,2009/1/23,1.2379
4,2009/2/27,1.2032
4,2009/3/31,1.2364
4,2009/4/30,1.2534
4,2009/5/27,1.2466
4,2009/6/30,1.2184
4,2009/7/31,1.0714
4,2009/8/31,1.0936
4,2009/9/30,1.0357
4,2009/10/30,0.748
4,2009/11/9,0.7395
4,2010/2/26,0.7822
4,2010/3/30,0.7369
4,2010/4/30,0.8288
4,2010/5/31,0.8598
4,2010/6/30,0.8423
4,2010/7/30,0.8433
4,2010/8/31,0.8348
4,2010/9/30,1.0468
4,2010/10/29,1.0319
4,2010/11/30,0.9634
4,2010/12/31,1.012
4,2011/1/31,0.9462
4,2011/2/28,0.9917
4,2011/3/31,0.994
4,2011/4/29,0.9812
4,2011/5/31,0.8537
4,2011/6/30,0.8263
4,2011/7/29,0.8195
4,2011/8/31,0.726
4,2011/9/30,0.8598
4,2011/10/31,1.0647
4,2011/11/30,1.0165
4,2011/12/30,1.3188
4,2012/1/31,1.4012
4,2012/2/29,1.3331
4,2012/3/30,1.3732
4,2012/4/27,1.3293
4,2012/5/31,1.4482
4,2012/6/29,1.5224
4,2012/7/31,1.4358
4,2012/8/31,1.4259
4,2012/9/28,1.4677
4,2012/10/31,1.4799
4,2012/11/30,1.4649
4,2012/12/31,1.0777
4,2013/1/31,1.1351
4,2013/2/28,1.1431
4,2013/3/29,1.0664
4,2013/4/24,1.0608
4,2013/5/31,0.9463
4,2013/6/28,0.9488
4,2013/7/31,0.9064
4,2013/8/30,0.973
4,2013/9/30,0.9573
4,2013/10/31,1.0003
4,2013/11/29,0.9407
4,2013/12/31,1.1026
4,2014/1/30,1.0563
4,2014/2/28,1.0373
4,2014/3/31,1.079
4,2014/4/30,1.1111
4,2014/5/30,1.2435
4,2014/6/30,1.4443
4,2014/7/31,1.5047
4,2014/8/29,1.0956
4,2014/9/30,1.773
4,2014/10/31,1.6105
4,2014/11/28,1.5444
4,2014/12/31,1.8316
4,2015/1/30,1.8568
4,2015/2/27,1.9438
4,2015/3/31,1.6577
4,2015/4/30,1.4956
4,2015/5/29,1.5402
4,2015/6/30,0.8378
4,2015/7/31,1.0298
4,2015/8/31,0.7746
4,2015/9/30,0.8016
4,2015/10/30,0.8878
4,2015/11/30,0.9135
4,2015/12/31,0.8517
4,2016/1/29,1.0449
4,2016/2/29,1.0624
4,2016/3/23,1.1193
4,2016/9/30,1.2211
4,2016/10/31,1.2374
4,2016/11/30,1.3316
4,2016/12/30,1.2562
4,2017/1/26,1.5407
4,2017/2/28,1.4738
4,2017/3/31,1.5429
4,2017/6/30,1.3124
4,2017/7/31,1.2636
4,2017/8/31,1.319
4,2017/9/29,1.3772
4,2017/10/31,-0.6898
4,2017/11/30,-0.9155
4,2017/12/29,-1.0754
4,2018/1/31,-1.2878
4,2018/2/28,-1.1432
4,2018/3/30,-1.2277
4,2018/4/27,-1.0826
4,2018/5/31,-1.1538
4,2018/6/29,0.9067
4,2018/7/31,0.9834
4,2018/8/31,0.8831
4,2018/9/28,0.6971
4,2018/10/31,0.453
4,2018/11/30,0.6734
4,2018/12/28,0.7982
5,2005/1/31,1.2034
5,2005/2/28,0.8207
5,2005/3/31,0.8506
5,2005/4/29,0.9218
5,2005/5/31,0.9273
5,2005/6/30,0.8671
5,2005/7/29,0.8209
5,2005/8/31,1.0774
5,2005/9/30,1.2299
5,2005/10/31,1.1494
5,2005/11/30,1.1351
5,2005/12/30,1.2277
5,2006/1/25,1.1013
5,2006/2/28,1.1999
5,2006/3/31,1.2091
5,2006/4/28,1.6805
5,2006/5/31,1.8636
5,2006/6/5,1.7287
5,2006/7/31,2.4472
5,2006/8/31,2.5416
5,2006/9/29,2.5462
5,2006/10/31,2.7449
5,2006/11/30,2.5419
5,2006/12/29,2.2903
5,2007/1/31,1.9876
5,2007/2/28,2.188
5,2007/3/30,2.4006
5,2007/4/26,1.7585
5,2007/5/21,1.6403
5,2007/7/31,1.3689
5,2007/8/31,0.5045
5,2007/9/28,0.9127
5,2007/10/31,0.9231
5,2007/11/30,0.925
5,2007/12/28,0.9399
5,2008/1/31,0.8967
5,2008/2/29,0.8927
5,2008/3/31,0.7317
5,2008/4/30,0.6699
5,2008/5/30,0.5198
5,2008/6/30,0.4617
5,2008/7/31,0.6875
5,2008/8/29,0.7134
5,2008/9/26,0.715
5,2008/10/31,0.7622
5,2008/11/28,0.8586
5,2008/12/31,0.8179
5,2009/1/23,0.8474
5,2009/2/27,0.8497
5,2009/3/31,1.0291
5,2009/4/30,0.9972
5,2009/5/27,1.002
5,2009/6/30,1.0395
5,2009/7/31,1.0443
5,2009/8/31,1.0888
5,2009/9/30,1.1391
5,2009/10/30,1.2281
5,2009/11/30,1.3272
5,2009/12/31,1.3746
5,2010/1/29,1.4002
5,2010/2/26,1.4055
5,2010/3/31,1.3665
5,2010/4/30,1.482
5,2010/5/31,1.435
5,2010/6/30,1.4869
5,2010/7/30,1.6022
5,2010/8/31,1.672
5,2010/9/30,1.6793
5,2010/10/29,1.532
5,2010/11/30,1.1939
5,2010/12/31,1.1929
5,2011/1/31,1.1257
5,2011/2/28,1.2709
5,2011/3/31,1.2479
5,2011/4/29,1.1429
5,2012/4/27,1.1642
5,2012/5/31,1.2066
5,2012/6/29,1.0198
5,2012/7/31,0.9655
5,2012/8/31,0.946
5,2012/9/28,1.3942
5,2012/10/31,1.3824
5,2012/11/30,1.3263
5,2012/12/31,1.29
5,2013/1/31,1.0923
5,2013/2/28,1.0794
5,2013/3/29,1.1189
5,2013/4/26,1.1221
5,2013/5/31,1.0384
5,2013/6/28,0.9892
5,2013/7/31,0.9437
5,2013/8/30,1.0395
5,2013/9/30,0.9994
5,2013/10/31,0.9321
5,2013/11/29,0.8944
5,2013/12/31,0.7763
5,2014/1/30,0.7566
5,2014/2/28,0.7626
5,2014/3/31,0.587
5,2014/4/30,0.6131
5,2014/5/30,0.6391
5,2014/6/30,0.0643
5,2014/7/31,0.4107
5,2014/8/29,0.0608
5,2014/9/30,2.0489
5,2014/10/31,2.5035
5,2014/11/28,2.634
5,2014/12/26,2.7138
5,2015/5/29,10.2494
5,2015/6/30,8.4397
5,2015/7/31,6.6208
5,2015/8/26,5.5497
5,2015/9/30,5.5301
5,2015/10/30,4.9258
5,2015/11/30,4.7745
5,2015/12/31,4.7417
5,2016/1/29,3.8873
5,2016/2/29,3.929
5,2016/3/31,3.4623
5,2016/4/29,3.4798
5,2016/5/31,1.4456
5,2016/6/30,1.3304
5,2016/7/29,1.3543
5,2016/8/31,1.3432
5,2016/9/30,1.3954
5,2016/10/31,0.8647
5,2016/11/30,0.9527
5,2016/12/30,0.9407
5,2017/1/26,0.8283
5,2017/2/28,0.8683
5,2017/3/31,1.3156
5,2017/4/28,1.2855
5,2017/5/31,1.3544
5,2017/6/30,1.0754
5,2017/7/31,1.0798
5,2017/8/31,0.9612
5,2017/9/29,1.0425
5,2017/10/31,1.0067
5,2017/11/30,1.0436
5,2017/12/29,1.1215
5,2018/1/31,1.1629
5,2018/2/28,1.0873
5,2018/3/30,1.1335
5,2018/4/27,1.1054
5,2018/5/31,1.0281
5,2018/6/29,1.1697
5,2018/7/31,1.1723
5,2018/8/31,1.1025
5,2018/9/28,1.0505
5,2018/10/31,0.948
5,2018/11/30,1.1096
5,2018/12/28,1.1896
6,2005/1/31,1.4367
6,2005/2/28,0.8805
6,2005/3/31,0.9398
6,2005/4/29,0.7591
6,2005/5/31,0.7505
6,2005/6/30,0.6659
6,2005/7/28,0.7289
6,2005/8/31,0.7486
6,2005/9/30,0.8023
6,2005/10/31,0.8296
6,2005/11/30,0.7729
6,2005/12/2,0.6947
6,2006/1/25,1.2389
6,2006/2/28,1.5103
6,2006/3/31,1.4606
6,2006/4/28,1.4011
6,2006/5/31,0.9224
6,2006/6/30,0.8855
6,2006/7/31,0.6429
6,2006/8/31,0.661
6,2006/9/29,0.6114
6,2006/10/31,0.5093
6,2006/11/30,0.9169
6,2006/12/29,0.7846
6,2007/1/31,0.0885
6,2007/2/28,0.1175
6,2007/3/30,0.1109
6,2007/4/25,0.6919
6,2007/5/31,0.8066
6,2007/6/29,0.8209
6,2007/7/31,1.0229
6,2007/8/31,1.0165
6,2007/9/28,0.8688
6,2007/10/31,0.8073
6,2007/11/30,1.0281
6,2007/12/28,0.9601
6,2008/1/31,1.0452
6,2008/2/29,1.0686
6,2008/3/31,0.9814
6,2008/4/30,0.817
6,2008/5/30,0.7122
6,2008/6/30,0.8769
6,2008/7/31,0.7598
6,2008/8/29,0.9711
6,2008/9/25,0.9069
6,2008/10/31,0.8372
6,2008/11/28,0.9402
6,2008/12/31,1.1573
6,2009/1/22,1.131
6,2009/2/27,1.1919
6,2009/3/31,1.3885
6,2009/4/30,1.3862
6,2009/5/27,1.3813
6,2009/6/30,1.3531
6,2009/7/31,1.2261
6,2009/8/31,1.2867
6,2009/9/30,1.2113
6,2009/10/30,1.4658
6,2009/11/30,1.4272
6,2009/12/31,1.4812
6,2010/1/29,1.5053
6,2010/2/26,1.4906
6,2010/3/31,1.2394
6,2010/4/30,1.3232
6,2010/5/31,1.2815
6,2010/6/30,1.1404
6,2010/7/30,2.0702
6,2010/8/31,2.0722
6,2010/9/30,2.1186
6,2010/10/29,1.9237
6,2010/11/30,2.042
6,2010/12/31,2.0481
6,2011/1/31,1.887
6,2011/2/28,1.7479
6,2011/3/31,1.662
6,2011/4/29,1.5265
6,2011/5/31,1.488
6,2011/6/30,1.5901
6,2011/7/29,-0.0005
6,2011/8/31,0.2141
6,2011/9/30,0.3332
6,2011/10/31,0.5769
6,2011/11/30,0.6741
6,2011/12/30,0.7515
6,2012/1/31,0.843
6,2012/2/29,1.2539
6,2012/3/30,1.1692
6,2012/4/27,1.2431
6,2012/5/31,1.1437
6,2012/6/29,1.1577
6,2012/7/31,1.1856
6,2012/8/31,1.1741
6,2012/9/28,1.2158
6,2012/10/31,1.2276
6,2012/11/30,1.1238
6,2012/12/31,1.2551
6,2013/1/31,1.2611
6,2013/2/28,1.1698
6,2013/3/29,1.3946
6,2013/4/26,1.3241
6,2013/5/31,1.2807
6,2013/6/28,1.1158
6,2013/7/31,1.0581
6,2013/8/30,1.1147
6,2013/9/30,1.0687
6,2013/10/31,1.0422
6,2013/11/29,1.1649
6,2013/12/31,1.0601
6,2014/1/30,1.0014
6,2014/2/28,1.0243
6,2014/3/31,0.643
6,2014/4/30,0.6752
6,2014/5/30,0.5364
6,2014/6/30,0.3796
6,2014/7/31,0.6865
6,2014/8/29,0.4355
6,2014/9/30,0.6798
6,2014/10/31,0.7697
6,2014/11/28,0.5348
6,2014/12/31,0.0493
6,2015/1/30,-0.3211
6,2015/2/27,-0.4466
6,2015/3/31,1.53
6,2015/4/30,1.7024
6,2015/5/29,1.6072
6,2015/6/30,1.4007
6,2015/7/31,1.2542
6,2015/8/31,1.1378
6,2015/9/30,1.1886
6,2015/10/30,1.1862
6,2015/11/30,1.1549
6,2015/12/31,1.1542
6,2016/1/29,1.1962
6,2016/2/29,1.2169
6,2016/3/31,1.1177
6,2016/4/29,1.041
6,2016/5/31,0.9259
6,2016/6/30,0.9279
6,2016/7/29,0.9598
6,2016/8/31,1.0908
6,2016/9/30,1.0404
6,2016/10/31,0.9691
6,2016/11/30,1.0433
6,2016/12/30,1.0326
6,2017/1/26,0.6938
6,2017/2/28,0.6881
6,2017/3/31,0.7576
6,2017/4/28,0.6231
6,2017/5/31,0.5224
6,2017/6/30,0.7007
6,2017/7/31,0.7214
6,2017/8/31,0.319
6,2017/9/8,0.6647
6,2018/3/30,0.3886
6,2018/4/27,0.4541
6,2018/5/31,0.5977
6,2018/6/29,0.7833
6,2018/7/31,0.7757
6,2018/8/31,0.7913
6,2018/9/28,0.8616
6,2018/10/31,0.9404
6,2018/11/30,0.9434
6,2018/12/28,0.928
7,2005/1/31,1.5617
7,2005/2/28,1.3504
7,2005/3/31,1.1566
7,2005/4/29,1.0341
7,2005/5/31,0.4983
7,2005/6/30,0.4452
7,2005/7/29,0.5188
7,2005/8/31,0.6284
7,2005/9/30,0.7463
7,2005/10/31,0.7721
7,2005/11/30,0.6898
7,2005/12/30,0.3768
7,2006/1/25,0.6362
7,2006/2/28,0.5671
7,2006/3/31,0.2461
7,2006/4/28,-0.653
7,2006/5/31,1.4403
7,2006/6/30,1.4219
7,2006/7/19,1.1085
7,2006/8/31,1.0292
7,2006/9/29,1.0634
7,2006/10/31,0.9334
7,2006/11/30,1.1105
7,2006/12/29,0.9824
7,2007/1/31,1.0867
7,2007/2/28,1.3117
7,2007/3/30,1.4591
7,2007/4/27,1.3851
7,2007/5/31,1.3251
7,2007/6/29,1.7056
7,2007/7/31,2.1244
7,2007/8/31,2.0272
7,2007/9/28,2.1737
7,2007/10/30,1.9079
7,2007/11/30,1.4559
7,2007/12/28,1.4037
7,2008/1/31,1.3901
7,2008/2/29,1.3451
7,2008/3/31,1.1555
7,2008/4/30,1.1722
7,2008/5/30,1.062
7,2008/6/30,0.9262
7,2008/7/31,0.8285
7,2008/8/29,0.4954
7,2008/9/26,0.6488
7,2008/10/31,0.6284
7,2008/11/3,0.6063
7,2008/12/31,0.6598
7,2009/1/23,0.6897
7,2009/2/27,0.7004
7,2009/3/31,0.6916
7,2009/4/30,0.7015
7,2009/5/27,0.7603
7,2009/6/30,0.7957
7,2009/7/31,0.8815
7,2009/8/31,0.7819
7,2009/9/30,0.5642
7,2009/10/30,0.431
7,2009/11/30,0.5002
7,2009/12/31,0.5466
7,2010/1/29,0.5508
7,2010/2/26,0.5255
7,2010/3/31,0.6228
7,2010/4/27,0.5044
7,2010/5/31,0.6369
7,2010/6/30,0.5809
7,2010/7/30,0.3591
7,2010/8/31,0.441
7,2010/9/30,0.4499
7,2010/10/29,0.4149
7,2010/11/30,0.302
7,2010/12/31,0.3275
7,2011/1/31,0.3363
7,2011/2/28,0.2804
7,2011/3/31,0.2849
7,2011/4/29,0.3773
7,2011/5/31,0.3796
7,2011/6/30,0.432
7,2011/7/29,0.3992
7,2011/8/31,0.4002
7,2011/9/30,0.4336
7,2011/10/31,0.6765
7,2011/11/30,0.6429
7,2011/12/30,0.8789
7,2012/1/31,0.9313
7,2012/2/29,1.5719
7,2012/3/30,1.3112
7,2012/4/27,1.1288
7,2012/5/31,1.1884
7,2012/6/29,1.3511
7,2012/7/31,1.2998
7,2012/8/31,1.2777
7,2012/9/14,1.1242
7,2012/10/31,1.1859
7,2012/11/30,1.4495
7,2012/12/31,0.9012
7,2013/1/31,0.9968
7,2013/2/28,0.7818
7,2013/3/29,1.2828
7,2013/4/26,1.4015
7,2013/5/31,1.0264
7,2013/6/28,1.1484
7,2013/7/31,1.3429
7,2013/8/30,1.313
7,2013/9/30,1.2605
7,2013/10/31,1.1885
7,2013/11/29,1.0271
7,2013/12/31,1.026
7,2014/1/30,0.8319
7,2014/2/28,0.8061
7,2014/3/31,0.6797
7,2014/4/30,0.6972
7,2014/5/26,0.7167
7,2014/9/30,1.4535
7,2014/10/31,1.444
7,2014/11/28,1.4241
7,2014/12/31,1.7881
7,2015/1/30,1.9569
7,2015/2/27,1.6028
7,2015/3/31,2.1965
7,2015/4/30,2.3272
7,2015/5/20,1.6148
7,2015/11/30,1.7079
7,2015/12/23,1.8339
7,2016/7/29,2.0472
7,2016/8/31,1.7975
7,2016/9/30,1.6196
7,2016/10/31,1.5334
7,2016/11/30,1.4732
7,2016/12/30,1.2586
7,2017/1/13,1.3186
7,2017/7/31,0.87
7,2017/8/31,0.392
7,2017/9/29,0.133
7,2018/3/30,1.5633
7,2018/4/27,1.4439
7,2018/5/31,1.0835
7,2018/6/29,0.0539
7,2018/7/31,0.0691
7,2018/8/31,0.0992
7,2018/9/28,-0.2254
7,2018/10/31,-0.0146
7,2018/11/30,0.0942
7,2018/12/28,-0.1755
8,2005/1/31,0.9132
8,2005/2/28,0.7606
8,2005/3/31,1.2573
8,2005/4/29,1.3134
8,2005/5/31,1.1704
8,2005/6/30,0.9091
8,2005/7/29,0.7981
8,2005/8/31,0.928
8,2005/9/30,0.9061
8,2005/10/31,0.9776
8,2005/11/11,1.0045
8,2005/12/30,0.9906
8,2006/1/25,1.4256
8,2006/2/28,1.374
8,2006/3/31,0.9279
8,2006/4/28,0.2831
8,2006/5/31,1.4369
8,2006/6/30,1.417
8,2006/7/31,1.1265
8,2006/8/31,1.0587
8,2006/9/29,1.0539
8,2006/10/31,0.9847
8,2006/11/30,1.0741
8,2006/12/29,0.8841
8,2007/1/31,1.2811
8,2007/2/28,1.3744
8,2007/3/30,1.3805
8,2007/4/30,1.2032
8,2007/5/31,1.0629
8,2007/6/29,1.3404
8,2007/7/31,1.6008
8,2007/8/31,1.6168
8,2007/9/28,1.583
8,2007/10/31,1.4986
8,2007/11/30,1.1673
8,2007/12/28,1.1978
8,2008/1/31,1.1695
8,2008/2/29,1.1666
8,2008/3/31,1.1811
8,2008/4/30,1.2911
8,2008/5/30,1.3757
8,2008/6/30,1.2191
8,2008/7/31,1.2879
8,2008/8/29,1.1388
8,2008/9/26,1.0878
8,2008/10/31,0.8699
8,2008/11/28,0.7542
8,2008/12/31,0.6604
8,2009/1/23,0.7722
8,2009/2/27,0.772
8,2009/3/31,0.7902
8,2009/4/30,0.7613
