股票代码_StkCd,日期_Date,风险因子_流通市值加权_持有期收益_Beta_TMV_H
30,2018/10/31,0.5101
30,2018/11/30,0.5117
30,2018/12/28,0.4621
31,2005/1/31,1.1753
31,2005/2/28,0.9081
31,2005/3/31,0.866
31,2005/4/29,0.9866
31,2005/5/31,0.9701
31,2005/6/30,0.8296
31,2005/7/29,0.7917
31,2005/8/31,1.0283
31,2005/9/30,1.2261
31,2005/10/31,1.4914
31,2005/11/30,1.5585
31,2005/12/30,1.7576
31,2006/1/6,1.573
31,2006/2/28,1.6973
31,2006/3/31,1.5922
31,2006/4/28,1.4103
31,2006/5/31,0.7025
31,2006/6/30,0.6775
31,2006/7/31,0.3448
31,2006/8/31,0.2938
31,2006/9/29,0.327
31,2006/10/31,0.1083
31,2006/11/30,0.403
31,2006/12/29,0.222
31,2007/1/26,0.7203
31,2007/2/28,0.4574
31,2007/3/30,0.6267
31,2007/4/30,1.4621
31,2007/5/31,1.6014
31,2007/6/29,1.3994
31,2007/7/31,1.8586
31,2007/8/31,2.0994
31,2007/9/28,2.2314
31,2007/10/31,1.9403
31,2007/11/30,1.8475
31,2007/12/28,1.7998
31,2008/1/31,1.6035
31,2008/2/14,1.6768
31,2008/3/31,1.5599
31,2008/4/30,1.3371
31,2008/5/30,1.4047
31,2008/6/30,1.4152
31,2008/7/31,1.2025
31,2008/8/29,0.9361
31,2008/9/26,1.0475
31,2008/10/31,0.7881
31,2008/11/28,0.8473
31,2008/12/31,0.8188
31,2009/1/23,0.8463
31,2009/2/27,0.8582
31,2009/3/31,0.9888
31,2009/4/30,0.9538
31,2009/5/27,0.9793
31,2009/6/30,0.9181
31,2009/7/31,0.9523
31,2009/8/31,1.0178
31,2009/9/30,1.0099
31,2009/10/30,1.6715
31,2009/11/30,1.6006
31,2009/12/31,1.5821
31,2010/1/29,1.6402
31,2010/2/26,1.6497
31,2010/3/31,1.6705
31,2010/4/30,1.7748
31,2010/5/31,1.679
31,2010/6/30,1.3831
31,2010/7/30,1.2772
31,2010/8/31,1.0904
31,2010/9/30,1.0584
31,2010/10/29,0.896
31,2010/11/30,0.968
31,2010/12/31,0.9741
31,2011/1/31,0.8245
31,2011/2/28,0.8186
31,2011/3/31,0.7645
31,2011/4/29,0.5938
31,2011/5/31,0.5566
31,2011/6/30,0.644
31,2011/7/29,0.2697
31,2011/8/31,0.3807
31,2011/9/30,0.5582
31,2011/10/31,0.6903
31,2011/11/30,0.7575
31,2011/12/30,0.7748
31,2012/1/31,0.8348
31,2012/2/29,1.2822
31,2012/3/30,1.3303
31,2012/4/27,1.4085
31,2012/5/31,1.4298
31,2012/6/29,1.5005
31,2012/7/31,1.5723
31,2012/8/31,1.5746
31,2012/9/28,1.5853
31,2012/10/31,1.5726
31,2012/11/30,1.3195
31,2012/12/31,1.2393
31,2013/1/31,1.1721
31,2013/2/28,1.0121
31,2013/3/29,1.0236
31,2013/4/26,0.9256
31,2013/5/31,1.0398
31,2013/6/28,1.0563
31,2013/7/31,1.0183
31,2013/8/30,1.0318
31,2013/9/30,0.9861
31,2013/10/31,0.9873
31,2013/11/29,1.1837
31,2013/12/31,1.166
31,2014/1/30,1.2082
31,2014/2/28,1.1989
31,2014/3/31,0.961
31,2014/4/30,0.978
31,2014/5/30,0.7698
31,2014/6/30,0.4612
31,2014/7/31,1.9491
31,2014/8/29,1.8071
31,2014/9/30,1.6338
31,2014/10/31,1.6906
31,2014/11/28,1.8826
31,2014/12/31,1.3738
31,2015/1/30,0.9974
31,2015/2/27,0.5348
31,2015/3/31,0.3477
31,2015/4/30,0.1651
31,2015/5/29,-0.5231
31,2015/6/30,-1.4888
31,2015/7/31,-0.5985
31,2015/8/31,-0.396
31,2015/9/30,-0.1807
31,2015/10/30,-0.0918
31,2015/11/30,-0.1143
31,2015/12/31,-0.0687
31,2016/1/29,0.3129
31,2016/2/29,0.3062
31,2016/3/31,0.2582
31,2016/4/29,0.2006
31,2016/5/31,0.3535
31,2016/6/30,0.6663
31,2016/7/29,0.7082
31,2016/8/31,0.9695
31,2016/9/30,0.8611
31,2016/10/31,0.7529
31,2016/11/30,0.7838
31,2016/12/30,0.7889
31,2017/1/26,0.3576
31,2017/2/28,0.5389
31,2017/3/31,0.9519
31,2017/4/28,0.4935
31,2017/5/31,0.8614
31,2017/6/30,1.0135
31,2017/7/21,1.0514
31,2018/4/27,1.1997
31,2018/5/31,1.1782
31,2018/6/29,1.0896
31,2018/7/31,1.1092
31,2018/8/31,1.2001
31,2018/9/28,1.2489
31,2018/10/31,1.2632
31,2018/11/30,1.2142
31,2018/12/28,1.213
32,2005/1/31,0.9602
32,2005/2/28,0.9198
32,2005/3/31,1.0495
32,2005/4/29,1.1215
32,2005/5/31,1.0137
32,2005/6/30,0.8772
32,2005/7/29,0.9117
32,2005/8/31,1.0396
32,2005/9/30,1.1461
32,2005/10/31,1.247
32,2005/11/30,1.2142
32,2005/12/22,1.1249
32,2006/1/10,1.2278
32,2006/2/28,1.1535
32,2006/3/31,0.9857
32,2006/4/28,0.7477
32,2006/5/31,0.865
32,2006/6/30,0.8694
32,2006/7/31,0.7837
32,2006/8/31,0.6864
32,2006/9/29,0.7015
32,2006/10/31,0.6287
32,2006/11/30,0.6184
32,2006/12/29,0.5218
32,2007/1/31,0.7595
32,2007/2/28,0.716
32,2007/3/30,0.7981
32,2007/4/30,0.968
32,2007/5/31,0.966
32,2007/6/29,1.1739
32,2007/7/31,1.3471
32,2007/8/31,1.4146
32,2007/9/28,1.4811
32,2007/10/31,1.236
32,2007/11/30,1.1418
32,2007/12/28,1.1722
32,2008/1/31,1.1842
32,2008/2/29,1.1641
32,2008/3/31,1.1579
32,2008/4/30,1.1607
32,2008/5/30,1.3104
32,2008/6/30,1.2262
32,2008/7/31,1.2691
32,2008/8/29,1.3203
32,2008/9/26,1.4111
32,2008/10/31,1.3873
32,2008/11/28,1.2549
32,2008/12/31,1.3453
32,2009/1/23,1.2473
32,2009/2/27,1.1775
32,2009/3/31,1.1265
32,2009/4/30,1.0997
32,2009/5/27,1.1089
32,2009/6/30,1.1006
32,2009/7/31,1.0085
32,2009/8/31,0.982
32,2009/9/30,0.9913
32,2009/10/30,0.8987
32,2009/11/30,0.9971
32,2009/12/31,1.1229
32,2010/1/29,1.0918
32,2010/2/26,1.0909
32,2010/3/31,1.0285
32,2010/4/30,0.8516
32,2010/5/31,0.9618
32,2010/6/30,1.0107
32,2010/7/30,1.2245
32,2010/8/31,1.1381
32,2010/9/30,1.1325
32,2010/10/29,1.0787
32,2010/11/30,0.8416
32,2010/12/31,0.8714
32,2011/1/31,0.8873
32,2011/2/28,0.8892
32,2011/3/31,0.846
32,2011/4/29,1.1054
32,2011/5/31,0.9826
32,2011/6/30,0.9625
32,2011/7/29,0.8579
32,2011/8/31,0.7511
32,2011/9/30,0.7914
32,2011/10/31,0.9467
32,2011/11/30,0.9446
32,2011/12/30,0.9712
32,2012/1/31,0.9697
32,2012/2/29,0.9488
32,2012/3/30,0.9574
32,2012/4/27,1.0498
32,2012/5/31,1.0306
32,2012/6/29,1.093
32,2012/7/31,1.1122
32,2012/8/31,1.1281
32,2012/9/28,1.2786
32,2012/10/31,1.3329
32,2012/11/30,1.2315
32,2012/12/31,1.1507
32,2013/1/31,1.1696
32,2013/2/28,1.2354
32,2013/3/29,1.2443
32,2013/4/26,1.2099
32,2013/5/31,1.2559
32,2013/6/28,1.3365
32,2013/7/31,1.337
32,2013/8/30,1.315
32,2013/9/30,1.3627
32,2013/10/31,1.4083
32,2013/11/29,1.5287
32,2013/12/31,1.6827
32,2014/1/30,1.6609
32,2014/2/28,1.6686
32,2014/3/31,1.617
32,2014/4/30,1.6571
32,2014/5/22,1.7234
32,2014/11/28,2.6356
32,2014/12/31,2.7106
32,2015/1/30,2.7715
32,2015/2/27,2.2801
32,2015/3/31,1.1918
32,2015/4/30,1.4616
32,2015/5/29,0.9729
32,2015/6/30,1.0207
32,2015/7/31,1.1463
32,2015/8/31,1.0032
32,2015/9/30,0.987
32,2015/10/30,1.239
32,2015/11/30,1.1991
32,2015/12/31,1.1657
32,2016/1/29,1.2089
32,2016/2/29,1.2065
32,2016/3/31,1.2369
32,2016/4/29,1.1791
32,2016/5/31,1.3649
32,2016/6/30,1.3383
32,2016/7/29,1.3137
32,2016/8/31,1.4705
32,2016/9/30,1.4857
32,2016/10/31,1.0384
32,2016/11/30,1.0758
32,2016/12/30,1.0473
32,2017/1/26,0.8253
32,2017/2/24,0.9419
32,2017/9/29,0.4791
32,2017/10/31,0.3319
32,2017/11/30,0.3134
32,2017/12/28,0.1867
32,2018/1/31,0.2734
32,2018/2/28,0.1962
32,2018/3/30,0.7811
32,2018/4/27,0.8148
32,2018/5/31,0.7486
32,2018/6/29,0.818
32,2018/7/31,0.8057
32,2018/8/31,0.5053
32,2018/9/28,1.0665
32,2018/10/31,1.2217
32,2018/11/30,1.3553
32,2018/12/28,1.5509
33,2005/1/31,1.4771
33,2005/2/28,1.108
33,2005/3/31,1.0619
33,2005/4/29,1.0227
33,2005/5/31,0.8811
33,2005/6/30,0.6968
33,2005/7/29,0.6951
33,2005/8/31,1.1428
33,2005/9/30,1.2891
33,2005/10/31,1.2066
33,2005/11/30,1.1707
33,2005/12/22,0.9656
33,2006/1/11,1.2999
33,2006/4/28,0.5684
33,2006/5/31,1.2297
33,2006/6/30,1.1145
33,2006/7/31,1.3513
33,2006/8/31,1.3188
33,2006/9/29,1.2501
33,2006/10/31,1.1008
33,2006/11/30,1.0729
33,2006/12/29,0.9992
33,2007/1/31,1.2055
33,2007/2/28,1.295
33,2007/3/30,1.2908
33,2007/4/30,1.7373
33,2007/5/31,1.7071
33,2007/6/28,1.9633
33,2007/7/31,2.0121
33,2007/8/31,2.058
33,2007/9/28,2.0885
33,2007/10/31,2.194
33,2007/11/30,1.6013
33,2007/12/28,1.6027
33,2008/1/31,1.5193
33,2008/2/29,1.4747
33,2008/3/31,1.2906
33,2008/4/30,0.9633
33,2008/5/30,0.8175
33,2008/6/30,0.7134
33,2008/7/31,0.7045
33,2008/8/29,0.7928
33,2008/9/26,0.8243
33,2008/10/31,0.882
33,2008/11/28,0.9048
33,2008/12/31,0.9616
33,2009/1/23,0.9455
33,2009/2/27,0.9022
33,2009/3/31,0.9635
33,2009/4/30,0.9667
33,2009/5/27,1.0531
33,2009/6/30,1.0169
33,2009/7/31,0.8974
33,2009/8/31,0.6829
33,2009/9/30,0.6483
33,2009/10/30,0.3946
33,2009/11/30,0.3845
33,2009/12/31,0.4721
33,2010/1/29,0.536
33,2010/2/26,0.5422
33,2010/3/31,0.5428
33,2010/4/30,0.6057
33,2010/5/31,0.6022
33,2010/6/30,0.6039
33,2010/7/30,0.8937
33,2010/8/31,1.1288
33,2010/9/30,1.1821
33,2010/10/29,0.7182
33,2010/11/30,0.745
33,2010/12/31,0.7542
33,2011/1/31,0.6952
33,2011/2/28,0.6874
33,2011/3/31,0.6495
33,2011/4/29,0.5832
33,2011/5/31,0.4851
33,2011/6/30,0.5119
33,2011/7/29,0.1692
33,2011/8/31,0.2951
33,2011/9/30,0.5823
33,2011/10/31,1.0005
33,2011/11/30,1.1648
33,2011/12/30,1.3256
33,2012/1/31,1.4403
33,2012/2/29,1.4199
33,2012/3/30,1.3091
33,2012/4/27,1.3555
33,2012/5/31,1.3627
33,2012/6/29,1.4378
33,2012/7/31,1.3427
33,2012/8/31,1.3273
33,2012/9/28,1.2938
33,2012/10/31,1.2549
33,2012/11/30,1.2031
33,2012/12/31,0.968
33,2013/1/31,1.0058
33,2013/2/28,0.9897
33,2013/3/29,1.1829
33,2013/4/26,1.1376
33,2013/5/31,1.0187
33,2013/6/28,1.0573
33,2013/7/31,1.1154
33,2013/8/30,1.1403
33,2013/9/30,1.1309
33,2013/10/31,1.0563
33,2013/11/29,0.9846
33,2013/12/31,1.0154
33,2014/1/30,0.9574
33,2014/2/28,0.9654
33,2014/3/31,0.9425
33,2014/4/29,0.9448
33,2014/5/30,1.0903
33,2014/6/30,0.7875
33,2014/7/31,0.6936
33,2015/4/29,4.2051
33,2017/5/31,4.6941
33,2017/6/30,4.187
34,2005/1/31,1.3607
34,2005/2/28,1.2267
34,2005/3/31,1.2776
34,2005/4/29,1.1884
34,2005/5/31,1.1758
34,2005/6/30,1.1593
34,2005/7/29,1.0129
34,2005/8/31,2.0079
34,2005/9/30,2.4897
34,2005/10/31,2.4185
34,2005/11/30,2.3039
34,2005/12/30,2.1232
34,2006/1/25,1.9764
34,2006/2/28,2.4436
34,2006/3/31,2.74
34,2006/4/28,1.7403
34,2006/5/31,1.7435
34,2006/6/30,1.6933
34,2006/7/31,1.2285
34,2006/8/31,0.8159
34,2006/9/29,0.9149
34,2006/10/31,0.9215
34,2006/11/10,0.7173
34,2006/12/29,0.564
34,2007/1/31,0.9575
34,2007/2/28,1.7014
34,2007/3/30,1.4888
34,2007/4/30,1.0978
34,2007/5/31,1.0876
34,2007/6/28,1.4541
34,2007/7/31,1.3063
34,2007/8/31,1.2794
34,2007/9/28,1.3665
34,2007/10/31,1.681
34,2007/11/30,1.1951
34,2007/12/28,1.1741
34,2008/1/31,1.1519
34,2008/2/29,0.9235
34,2008/3/24,0.7889
34,2008/7/31,0.6257
34,2008/8/29,0.7458
34,2008/9/26,0.6966
34,2008/10/31,0.8469
34,2008/11/28,0.7393
34,2008/12/31,0.7445
34,2009/1/23,0.8097
34,2009/2/27,1.0396
34,2009/3/31,1.1279
34,2009/4/30,1.1623
34,2009/5/26,1.1791
34,2009/6/30,1.4752
34,2009/7/31,1.4789
34,2009/8/31,1.0415
34,2009/9/30,0.9299
34,2009/10/30,0.4397
34,2009/11/30,0.3825
34,2009/12/10,0.4477
34,2010/9/30,0.63
34,2010/10/29,0.611
34,2010/11/30,0.4121
34,2010/12/31,0.5107
34,2011/1/31,0.5278
34,2011/2/28,0.4075
34,2011/3/30,0.3503
34,2011/4/29,0.7557
34,2011/5/31,0.8746
34,2011/6/30,0.7845
34,2011/7/29,1.0405
34,2011/8/31,1.0651
34,2011/9/30,1.1047
34,2011/10/31,1.1126
34,2011/11/30,1.1396
34,2011/12/30,1.5
34,2012/1/31,1.7354
34,2012/2/29,1.3764
34,2012/3/30,1.3983
34,2012/4/27,1.582
34,2012/5/31,1.4458
34,2012/6/29,1.5291
34,2012/7/31,1.4829
34,2012/8/31,1.4772
34,2012/9/28,1.5835
34,2012/10/31,1.5924
34,2012/11/30,1.5694
34,2012/12/31,1.1564
34,2013/1/31,1.1681
34,2013/2/28,1.3496
34,2013/3/29,1.3206
34,2013/4/26,1.1475
34,2013/5/31,1.0144
34,2013/6/13,0.7005
34,2013/7/31,0.5796
34,2013/8/30,0.6498
34,2013/9/30,0.6322
34,2013/10/31,0.6377
34,2013/11/29,0.4663
34,2013/12/31,0.2529
34,2014/1/30,0.2519
34,2014/2/28,0.2456
34,2014/3/31,-0.001
34,2014/4/30,0.0514
34,2014/5/30,-0.009
34,2014/6/30,0.1259
34,2014/7/31,1.0691
34,2014/8/29,1.0072
34,2014/9/30,0.7287
34,2014/10/31,0.6124
34,2014/11/28,0.6145
34,2014/12/31,0.5685
34,2015/1/30,0.3399
34,2015/2/27,0.6173
34,2015/3/20,0.8882
34,2015/8/31,-0.1194
34,2015/9/30,-0.0638
34,2015/10/30,0.3058
34,2015/11/30,0.3029
34,2015/12/23,0.3245
34,2016/4/29,0.6019
34,2016/5/31,0.6291
34,2016/6/30,0.6446
34,2016/7/29,0.5063
34,2016/8/31,0.5432
34,2016/9/30,0.5999
34,2016/10/31,0.8558
34,2016/11/30,1.966
34,2016/12/30,2.2965
34,2017/1/26,3.134
34,2017/2/28,3.6282
34,2017/3/20,2.3878
34,2017/7/31,2.1898
34,2017/8/31,2.3723
34,2017/9/28,2.13
34,2018/5/31,2.9534
34,2018/6/29,1.9535
34,2018/7/31,1.9427
34,2018/8/31,1.611
34,2018/9/28,1.9736
34,2018/10/31,1.4595
34,2018/11/30,1.5359
34,2018/12/28,1.4
35,2005/1/31,1.319
35,2005/2/28,1.2615
35,2005/3/31,1.3296
35,2005/4/29,1.6316
35,2005/7/29,1.5377
35,2005/8/31,2.0056
35,2005/9/30,2.1397
35,2005/10/31,2.1117
35,2005/11/30,2.2732
35,2005/12/30,2.3232
35,2006/1/25,1.6827
35,2006/2/28,1.7375
35,2006/3/31,1.8244
35,2006/4/28,1.4236
35,2006/5/31,1.8108
35,2006/6/29,1.5589
35,2006/7/31,0.9457
35,2006/8/31,0.8234
35,2006/9/29,0.9827
35,2006/10/20,0.6891
35,2006/11/24,0.4973
35,2007/1/31,-0.0607
35,2007/2/28,0.4604
35,2007/3/30,0.6297
35,2007/4/30,0.6844
35,2007/5/31,0.6683
35,2007/6/29,1.1922
35,2007/7/23,1.0337
35,2008/3/31,0.5523
35,2008/4/30,0.4024
35,2008/5/30,0.5787
35,2008/6/30,0.7242
35,2008/7/31,0.7566
35,2008/8/29,1.0342
35,2008/9/26,0.9738
35,2008/10/31,0.968
35,2008/11/28,0.8802
35,2008/12/31,0.8386
35,2009/1/23,0.7314
35,2009/2/24,1.0093
35,2009/3/31,1.0716
35,2009/4/30,1.0421
35,2009/5/27,1.0334
35,2009/6/30,1.1692
35,2009/7/31,1.0013
35,2009/8/31,0.9955
35,2009/9/30,0.858
35,2009/10/30,0.5575
35,2009/11/30,0.5772
35,2009/12/31,0.6359
35,2010/1/28,0.7127
35,2010/2/26,0.6722
35,2010/3/31,0.7872
35,2010/4/30,0.9137
35,2010/5/31,0.932
35,2010/6/30,0.7374
35,2010/7/30,0.9817
35,2010/8/31,0.9974
35,2010/9/30,1.0019
35,2010/10/29,0.8414
35,2010/11/30,0.8083
35,2010/12/31,0.7918
35,2011/1/31,0.5771
35,2011/2/28,0.5141
35,2011/3/31,0.4362
35,2011/4/29,0.2232
35,2011/5/31,0.193
35,2011/6/30,-0.0172
35,2011/7/29,-0.1527
35,2011/8/31,-0.3893
35,2011/9/30,0.1165
35,2011/10/31,0.2136
35,2011/11/8,0.1142
35,2013/9/30,-0.2876
35,2013/10/31,-0.1977
35,2013/11/29,-0.2905
35,2013/12/31,-0.2058
35,2014/1/30,-0.162
35,2014/2/28,-0.3188
35,2014/3/26,-0.4065
35,2014/4/30,-0.3701
35,2014/5/30,-0.2245
35,2014/6/30,-1.1876
35,2014/7/31,-1.0058
35,2014/8/29,-0.5702
35,2014/9/30,0.3913
35,2014/10/31,0.7205
35,2014/11/28,0.802
35,2014/12/23,0.7728
35,2015/2/27,0.7844
35,2015/3/31,1.5524
35,2015/4/30,1.3635
35,2015/5/29,0.9638
35,2015/6/16,0.2397
35,2015/7/31,0.7399
35,2015/8/31,0.7701
35,2015/9/30,0.7678
35,2015/10/30,0.7438
35,2015/11/30,0.7483
35,2015/12/11,0.7438
35,2016/2/29,0.8109
35,2016/3/31,0.8498
35,2016/4/29,0.6776
35,2016/5/31,0.7642
35,2016/6/30,0.8502
35,2016/7/29,1.1479
35,2016/8/31,0.9915
35,2016/9/30,1.0351
35,2016/10/31,1.1234
35,2016/11/25,1.2897
35,2016/12/30,1.273
35,2017/1/26,1.3232
35,2017/2/28,1.0464
35,2017/3/31,1.031
35,2017/4/28,1.0969
35,2017/5/31,1.1761
35,2017/6/30,1.1729
35,2017/7/31,1.1685
35,2017/8/21,1.1745
35,2018/7/31,1.5427
35,2018/8/31,1.408
35,2018/9/28,1.2878
35,2018/10/31,0.7617
35,2018/11/30,0.7328
35,2018/12/28,0.3165
36,2005/1/31,0.7263
36,2005/2/28,0.7268
36,2005/3/31,0.8245
36,2005/4/29,0.8384
36,2005/5/30,1.12
36,2005/6/30,1.1209
36,2005/7/29,1.0763
36,2005/8/31,0.9755
36,2005/9/30,1.0394
36,2005/10/31,1.1307
36,2005/11/30,1.1018
36,2005/12/30,1.4584
36,2006/1/20,1.5745
36,2006/3/31,1.5265
36,2006/4/28,2.0868
36,2006/5/31,2.2159
36,2006/6/30,2.007
36,2006/7/28,1.7875
36,2006/8/31,1.8167
36,2006/9/29,1.8608
36,2006/10/31,1.8337
36,2006/11/30,1.6713
36,2006/12/29,1.8151
36,2007/1/31,1.6995
36,2007/2/28,1.6811
36,2007/3/30,1.1742
36,2007/4/30,1.0051
36,2007/5/31,0.8838
36,2007/6/28,1.3815
36,2007/7/31,1.4575
36,2007/8/31,1.4496
36,2007/9/28,1.5242
36,2007/10/31,1.5464
36,2007/11/30,1.0681
36,2007/12/28,1.0067
36,2008/1/31,1.0702
36,2008/2/29,1.041
36,2008/3/31,0.921
36,2008/4/30,0.8327
36,2008/5/30,0.7382
36,2008/6/30,0.7046
36,2008/7/31,0.6566
36,2008/8/29,0.647
36,2008/9/26,0.714
36,2008/10/31,0.7699
36,2008/11/28,0.9494
36,2008/12/31,1.0641
36,2009/1/23,1.0437
36,2009/2/27,1.1115
36,2009/3/31,1.0887
36,2009/4/30,1.1633
36,2009/5/27,1.2263
36,2009/6/30,1.1534
36,2009/7/31,1.1248
36,2009/8/31,0.9874
36,2009/9/30,0.9591
36,2009/10/30,0.7421
36,2009/11/30,0.8174
36,2009/12/31,0.847
36,2010/1/29,1.0099
36,2010/2/26,0.9955
36,2010/3/31,1.117
36,2010/4/30,1.1786
36,2010/5/31,1.0954
36,2010/6/29,1.2321
36,2010/7/30,1.2816
36,2010/8/31,1.7113
36,2010/9/30,1.7845
36,2010/10/29,1.6723
36,2010/11/30,1.4302
36,2010/12/31,1.42
36,2011/1/31,1.3312
36,2011/2/28,1.3031
36,2011/3/31,1.2425
36,2011/4/29,1.1595
36,2011/5/31,1.1615
36,2011/6/30,1.0259
36,2011/7/29,0.9274
36,2011/8/31,0.7544
36,2011/9/30,0.7568
36,2011/10/31,0.832
36,2011/11/30,0.8727
36,2011/12/30,0.9473
36,2012/1/31,0.9861
36,2012/2/29,1.1061
36,2012/3/30,1.1385
36,2012/4/27,1.7314
36,2012/5/31,1.6385
36,2012/6/29,1.6012
36,2012/7/31,1.778
36,2012/8/31,1.7679
36,2012/9/28,1.7884
36,2012/10/31,1.8579
36,2012/11/30,1.7812
36,2012/12/31,1.5619
36,2013/1/31,1.5013
36,2013/2/28,1.5501
36,2013/3/29,1.567
36,2013/4/26,1.1346
36,2013/5/31,1.0704
36,2013/6/28,1.1656
36,2013/7/31,1.0309
36,2013/8/30,1.1441
36,2013/10/31,1.1681
36,2013/11/29,1.1632
36,2013/12/31,1.2238
36,2014/1/30,1.0954
36,2014/2/28,1.0818
36,2014/3/31,0.9645
36,2014/4/30,0.9279
36,2014/5/30,0.9225
36,2014/6/30,0.9832
36,2014/7/31,1.0326
36,2014/8/29,1.3178
36,2014/9/30,1.7347
36,2014/10/31,1.6989
36,2014/11/28,1.6693
36,2014/12/31,1.5072
36,2015/1/30,1.0321
36,2015/2/27,0.7624
36,2015/3/31,1.5944
36,2015/4/30,1.562
36,2015/5/29,1.5776
36,2015/6/30,1.3604
36,2015/7/31,1.2283
36,2015/8/31,1.0186
36,2015/9/30,0.9886
36,2015/10/30,0.9523
36,2015/11/30,0.9438
36,2015/12/31,0.9638
36,2016/1/29,0.9812
36,2016/2/29,0.9962
36,2016/3/31,0.8823
36,2016/4/29,0.861
36,2016/5/31,0.7321
36,2016/6/30,0.6898
36,2016/7/29,0.6569
36,2016/8/31,0.7676
36,2016/9/30,0.7234
36,2016/10/31,0.711
36,2016/11/30,0.7309
36,2016/12/30,0.6804
36,2017/1/26,0.3152
36,2017/2/28,0.4369
36,2017/3/31,0.4833
36,2017/4/28,0.2686
36,2017/5/31,0.3447
36,2017/6/30,0.5708
36,2017/7/31,0.3815
36,2017/8/31,-0.1739
36,2017/9/29,-0.3207
36,2017/10/31,-0.2561
36,2017/11/30,-0.0058
36,2017/12/29,-0.3816
36,2018/1/31,-0.5513
36,2018/2/28,0.0287
36,2018/3/30,-0.1804
36,2018/4/27,0.4644
36,2018/5/31,0.4032
36,2018/6/29,0.6075
36,2018/7/31,0.3136
36,2018/8/31,0.9311
36,2018/9/28,1.358
36,2018/10/31,1.2127
36,2018/11/30,1.6882
36,2018/12/28,1.6968
37,2005/1/31,0.6817
37,2005/2/28,0.7524
37,2005/3/31,0.6847
37,2005/4/29,0.8512
37,2005/5/31,0.8925
37,2005/6/30,0.9771
37,2005/7/29,0.9731
37,2005/8/31,1.0418
37,2005/9/30,0.9666
37,2005/10/31,1.0942
37,2005/11/30,1.0377
37,2005/12/30,1.1214
37,2006/1/20,1.1933
37,2006/2/17,1.3392
37,2006/3/31,1.7549
37,2006/4/28,1.4335
37,2006/5/31,1.4295
37,2006/6/30,1.4905
37,2006/7/31,1.2793
37,2006/8/31,1.2111
37,2006/9/29,1.2933
37,2006/10/31,1.1836
37,2006/11/30,1.1694
37,2006/12/29,1.1238
37,2007/1/31,1.7055
37,2007/2/28,1.6487
37,2007/3/30,1.4537
37,2007/4/30,1.1225
37,2007/5/31,1.048
37,2007/6/29,1.2643
37,2007/7/31,1.3676
37,2007/8/31,1.3334
37,2007/9/28,1.2486
37,2007/10/31,1.3848
37,2007/11/30,1.12
37,2007/12/28,1.1345
37,2008/1/31,0.9315
37,2008/2/29,0.9345
37,2008/3/31,0.8823
37,2008/4/30,0.9216
37,2008/5/30,1.0686
37,2008/6/30,0.9788
37,2008/7/31,0.9693
37,2008/8/29,1.0185
37,2008/9/26,0.9373
37,2008/10/31,1.11
37,2008/11/28,1.0971
37,2008/12/31,1.1485
37,2009/1/23,1.0944
37,2009/2/27,1.0619
37,2009/3/31,1.1167
37,2009/4/30,1.0946
37,2009/5/27,1.1002
37,2009/6/30,1.1244
37,2009/7/31,1.144
37,2009/8/31,1.2398
37,2009/9/30,1.229
37,2009/10/30,1.0895
37,2009/11/30,1.1769
37,2009/12/31,1.2597
37,2010/1/29,1.2383
37,2010/2/26,1.2343
37,2010/3/31,1.2483
37,2010/4/30,1.4129
37,2010/5/31,1.4302
37,2010/6/30,1.4359
37,2010/7/30,1.4675
37,2010/8/31,1.6568
37,2010/9/30,1.6903
37,2010/10/29,1.4984
37,2010/11/30,1.3267
37,2010/12/31,1.3454
37,2011/1/31,1.307
37,2011/2/28,1.3735
37,2011/3/31,1.3996
37,2011/4/29,1.2241
37,2011/5/31,1.0686
37,2011/6/30,1.0563
37,2011/7/29,0.8086
37,2011/8/31,0.9308
37,2011/9/29,0.7896
37,2011/10/31,0.9046
37,2011/11/30,0.9197
37,2011/12/30,1.1554
37,2012/1/31,1.225
37,2012/2/29,0.9708
37,2012/3/30,0.9805
37,2012/4/27,1.059
37,2012/5/31,1.0623
37,2012/6/29,1.129
37,2012/7/31,1.0624
37,2012/8/31,1.0522
37,2012/9/28,1.1385
37,2012/10/31,1.219
37,2012/11/30,1.1998
37,2012/12/31,0.7685
37,2013/1/31,0.815
37,2013/2/28,0.6853
37,2013/3/29,0.6624
37,2013/4/26,0.5954
37,2013/5/31,0.6938
37,2013/6/28,0.8732
37,2013/7/31,0.8725
37,2013/8/30,0.9404
37,2013/9/30,0.9194
37,2013/10/31,0.9024
37,2013/11/29,0.9324
37,2013/12/31,1.0102
37,2014/1/8,0.9555
37,2014/8/29,1.008
37,2014/9/30,1.2008
37,2014/10/31,1.1649
37,2014/11/28,1.241
37,2014/12/31,0.8494
37,2015/1/30,1.0355
37,2015/2/27,0.6048
37,2015/3/31,0.481
37,2015/4/30,0.8167
37,2015/5/29,0.5618
37,2015/6/30,0.5979
37,2015/7/31,1.0204
37,2015/8/31,0.9647
37,2015/9/30,0.9531
37,2015/10/30,1.1255
37,2015/11/30,1.1714
37,2015/12/31,1.198
37,2016/1/29,1.2176
37,2016/2/29,1.2405
37,2016/3/31,1.2768
37,2016/4/29,1.2055
37,2016/5/30,1.4251
37,2016/11/30,1.4151
37,2016/12/30,1.2858
37,2017/1/26,1.3593
