股票代码_StkCd,日期_Date,风险因子_流通市值加权_持有期收益_Beta_TMV_H,
300303,2015-03-31,1.6000
300303,2015-04-30,1.3817
300303,2015-05-29,1.2598
300303,2015-06-30,1.3998
300303,2015-07-31,1.2224
300303,2015-08-31,1.1179
300303,2015-09-30,1.1360
300303,2015-10-30,1.2014
300303,2015-11-30,1.2169
300303,2015-12-31,1.1961
300303,2016-01-29,1.1732
300303,2016-02-29,1.1829
300303,2016-03-31,1.1251
300303,2016-04-29,1.1669
300303,2016-05-31,1.2165
300303,2016-06-30,1.2145
300303,2016-07-29,1.2405
300303,2016-08-31,1.3301
300303,2016-09-30,1.2962
300303,2016-10-31,1.2659
300303,2016-11-30,1.2212
300303,2016-12-30,1.2326
300303,2017-01-26,1.3483
300303,2017-02-28,1.2647
300303,2017-03-31,2.0013
300303,2017-04-28,2.0166
300303,2017-05-31,1.9207
300303,2017-06-30,1.1920
300303,2017-07-31,1.0944
300303,2017-08-31,0.8517
300303,2017-09-29,0.8060
300303,2017-10-31,0.6744
300303,2017-11-30,0.8537
300303,2017-12-29,0.8597
300303,2018-01-31,0.9419
300303,2018-02-28,0.6985
300303,2018-03-30,0.7075
300303,2018-04-27,0.0767
300303,2018-05-31,-0.0169
300303,2018-06-29,0.1140
300303,2018-07-31,0.1106
300303,2018-08-31,-0.2473
300303,2018-09-28,-0.2263
300303,2018-10-31,-0.0819
300303,2018-11-30,0.1921
300303,2018-12-28,0.2892
300304,2013-03-29,1.0812
300304,2013-04-26,1.1335
300304,2013-05-31,1.3080
300304,2013-06-28,1.3030
300304,2013-07-31,1.3227
300304,2013-08-30,1.3230
300304,2013-09-30,1.3164
300304,2013-10-31,1.2395
300304,2013-11-29,1.7794
300304,2013-12-31,2.4382
300304,2014-01-30,2.6033
300304,2014-02-28,2.6615
300304,2014-03-31,2.6621
300304,2014-04-30,2.6722
300304,2014-05-30,3.1873
300304,2014-06-30,5.1640
300304,2014-07-31,4.6471
300304,2014-08-29,4.9586
300304,2014-09-30,3.8219
300304,2014-10-31,4.4865
300304,2014-11-28,1.9593
300304,2014-12-31,1.7050
300304,2015-01-30,2.1384
300304,2015-02-27,2.0855
300304,2015-03-31,0.9731
300304,2015-04-30,0.7060
300304,2015-05-29,1.4857
300304,2015-06-30,1.5855
300304,2015-07-31,1.5554
300304,2015-08-31,1.5040
300304,2015-09-30,1.4215
300304,2015-10-30,1.3674
300304,2015-11-30,1.3816
300304,2015-12-31,1.3584
300304,2016-01-29,1.3268
300304,2016-02-29,1.3142
300304,2016-03-24,1.4386
300304,2016-04-29,1.5449
300304,2016-05-31,1.4702
300304,2016-06-30,1.4271
300304,2016-07-29,1.3431
300304,2016-08-31,1.2373
300304,2016-09-30,1.2961
300304,2016-10-31,1.4485
300304,2016-11-30,1.5754
300304,2016-12-30,1.5376
300304,2017-01-26,1.4399
300304,2017-02-28,1.3489
300304,2017-03-31,2.4397
300304,2017-04-28,3.2833
300304,2017-05-31,3.6278
300304,2017-06-30,3.2275
300304,2017-07-31,3.0940
300304,2017-08-31,3.1995
300304,2017-09-29,3.2900
300304,2017-10-31,3.3428
300304,2017-11-30,2.0579
300304,2017-12-29,2.2427
300304,2018-01-31,2.7535
300304,2018-02-28,2.7169
300304,2018-03-30,2.8002
300304,2018-04-27,2.4701
300304,2018-05-31,2.1854
300304,2018-06-29,2.1421
300304,2018-07-31,2.1571
300304,2018-08-31,1.9586
300304,2018-09-28,1.4546
300304,2018-10-31,1.3250
300304,2018-11-30,1.3824
300304,2018-12-28,1.3991
300305,2013-03-29,1.5485
300305,2013-04-26,1.7088
300305,2013-05-31,1.7435
300305,2013-06-28,1.8484
300305,2013-07-31,1.9838
300305,2013-08-30,1.9727
300305,2013-09-30,1.9558
300305,2013-10-31,1.8865
300305,2013-11-29,2.1212
300305,2013-12-31,1.8895
300305,2014-01-30,2.0399
300305,2014-02-28,2.0516
300305,2014-03-31,1.8709
300305,2014-04-30,1.8195
300305,2014-05-30,1.8180
300305,2014-06-30,1.4186
300305,2014-07-31,1.2724
300305,2014-08-29,1.5411
300305,2014-09-30,1.8809
300305,2014-10-31,2.1151
300305,2014-11-28,1.5782
300305,2014-12-31,1.5884
300305,2015-01-30,1.4678
300305,2015-02-27,1.2940
300305,2015-03-31,1.5280
300305,2015-04-30,2.3749
300305,2015-05-29,1.2078
300305,2015-06-30,1.5728
300305,2015-07-31,1.3006
300305,2015-08-31,1.1779
300305,2015-09-30,1.0997
300305,2015-10-30,1.1735
300305,2015-11-30,1.1994
300305,2015-12-31,1.1694
300305,2016-01-29,1.2009
300305,2016-02-29,1.2015
300305,2016-03-31,1.1148
300305,2016-04-29,0.9304
300305,2016-05-31,1.1914
300305,2016-06-30,1.0927
300305,2016-07-29,1.1060
300305,2016-08-31,1.1203
300305,2016-09-30,1.1268
300305,2016-10-31,1.0426
300305,2016-11-30,0.9543
300305,2016-12-30,0.9005
300305,2017-01-26,0.3490
300305,2017-02-28,0.4614
300305,2017-03-31,0.9617
300305,2017-04-28,1.2727
300305,2017-05-31,1.3671
300305,2017-06-30,1.1290
300305,2017-07-31,1.0845
300305,2017-08-31,1.1446
300305,2017-09-29,1.1910
300305,2017-10-31,1.1700
300305,2017-11-30,1.1673
300305,2017-12-29,1.5778
300305,2018-01-31,1.5763
300305,2018-02-28,1.4610
300305,2018-03-30,1.5157
300305,2018-04-27,1.2523
300305,2018-05-31,1.1272
300305,2018-06-29,0.8803
300305,2018-07-31,0.8951
300305,2018-08-31,0.7297
300305,2018-09-28,0.8539
300305,2018-10-31,0.1557
300305,2018-11-30,0.3822
300305,2018-12-28,0.2756
300306,2013-03-29,0.9840
300306,2013-04-26,1.1125
300306,2013-05-31,1.3398
300306,2013-06-28,1.2279
300306,2013-07-31,1.4441
300306,2013-08-30,1.4120
300306,2013-09-30,1.4212
300306,2013-10-31,1.3207
300306,2013-11-29,1.3767
300306,2013-12-31,1.3018
300306,2014-01-30,1.4144
300306,2014-02-28,1.4283
300306,2014-03-31,1.4899
300306,2014-04-30,1.3922
300306,2014-05-30,1.3125
300306,2014-06-30,1.8081
300306,2014-07-31,1.2160
300306,2014-08-29,1.3918
300306,2014-09-30,1.3918
300306,2014-10-31,1.5898
300306,2014-11-28,0.9628
300306,2014-12-31,1.0626
300306,2015-01-30,1.2024
300306,2015-02-27,1.1731
300306,2015-03-31,1.7277
300306,2015-04-30,1.6996
300306,2015-05-29,2.0164
300306,2015-06-30,1.6824
300306,2015-07-31,1.7306
300306,2015-08-31,1.6224
300306,2015-09-30,1.5379
