,StkCd,Date-year,Date-month,Msmvosd,Msmvttl,Mretwd,Mretnd,bemeA,Beta
0,4,2006,1,174542.8,351862.31,0.012077,0.012077,0.736354,1.0555
1,4,2006,2,180374.78,363619.04,0.033413,0.033413,0.736354,0.9951
2,4,2006,3,172043.38,346823.7,-0.046189,-0.046189,0.736354,0.8979
3,4,2006,4,134552.08,271244.69,-0.217918,-0.217918,0.736354,0.0712
4,4,2006,5,196621.0,396369.95,0.4613,0.4613,0.736354,1.6181
5,4,2006,6,199953.56,403088.08,0.016949000000000002,0.016949000000000002,0.736354,1.6384
6,4,2006,7,216616.36,436678.76,0.083333,0.083333,0.736354,1.1831
7,4,2006,8,195584.05,315752.33,-0.096154,-0.096154,0.736354,1.0693
8,4,2006,9,202346.27,326669.3,0.034574,0.034574,0.736354,1.0873
9,4,2006,10,200785.76,324150.0,-0.007712,-0.007712,0.736354,1.1585
10,4,2006,11,215870.7,348503.24,0.07513,0.07513,0.736354,1.2291
11,4,2006,12,213269.84,344304.4,-0.012048,-0.012048,0.736354,1.0942
12,4,2007,1,244480.06,394690.41,0.146341,0.146341,0.324156,1.0696
13,4,2007,2,299097.95,482865.93,0.223404,0.223404,0.324156,1.2181
14,4,2007,3,396369.81,639902.33,0.32521700000000003,0.32521700000000003,0.324156,1.3742
15,4,2007,4,473355.02,764187.82,0.194226,0.194226,0.324156,1.0028
16,4,2007,5,551941.24,856562.18,0.165714,0.165714,0.324156,0.7594
17,4,2007,6,342528.24,531572.41,-0.379412,-0.379412,0.324156,1.1665
18,4,2007,7,476184.6,738994.82,0.390205,0.390205,0.324156,1.6627
19,4,2007,8,639839.61,822971.5,0.113636,0.113636,0.324156,1.4980000000000002
20,4,2007,9,613070.81,788541.06,-0.041837,-0.041837,0.324156,1.5631
21,4,2007,10,660732.33,849844.04,0.07774199999999999,0.07774199999999999,0.324156,1.3358
22,4,2007,11,590872.29,759988.99,-0.105731,-0.105731,0.324156,1.14
