,StkCd,Date-year,Date-month,Msmvosd,Msmvttl,Mretwd,Mretnd,bemeA,Beta
0,5,2012,4,3627559.74,3629904.42,0.028497,0.028497,0.447672,1.1642
1,5,2012,5,3225512.81,3227597.63,-0.110831,-0.110831,0.447672,1.2066
2,5,2012,6,2750366.45,2752144.16,-0.147309,-0.147309,0.447672,1.0198
3,5,2012,7,2494518.41,2496130.75,-0.093023,-0.093023,0.447672,0.9655
4,5,2012,8,2540205.56,2541847.43,0.018315,0.018315,0.447672,0.946
5,5,2012,9,2604167.57,2605850.78,0.02518,0.02518,0.447672,1.3942
6,5,2012,10,2649854.72,2651567.46,0.017544,0.017544,0.447672,1.3824
7,5,2012,11,2302632.38,2304120.69,-0.13103399999999998,-0.13103399999999998,0.447672,1.3263
8,5,2012,12,2713816.73,2715570.81,0.178571,0.178571,0.447672,1.29
9,5,2013,1,2832603.32,2834434.18,0.043771,0.043771,0.5641619999999999,1.0923
10,5,2013,2,2750366.45,2752144.16,-0.029032,-0.029032,0.5641619999999999,1.0794
11,5,2013,3,2467106.12,2468700.74,-0.10299,-0.10299,0.5641619999999999,1.1189
12,5,2013,4,2384869.25,2386410.71,-0.033333,-0.033333,0.5641619999999999,1.1221
13,5,2013,5,2512793.27,2514417.42,0.05364,0.05364,0.5641619999999999,1.0384
14,5,2013,6,2083334.06,2084680.62,-0.170909,-0.170909,0.5641619999999999,0.9892
15,5,2013,7,2001097.19,2002390.6,-0.039474,-0.039474,0.5641619999999999,0.9437
16,5,2013,8,2348319.53,2349837.37,0.173516,0.173516,0.5641619999999999,1.0395
17,5,2013,9,2247807.8,2249260.67,-0.042802,-0.042802,0.5641619999999999,0.9994
18,5,2013,10,2421418.97,2422984.06,0.077236,0.077236,0.5641619999999999,0.9321
19,5,2013,11,2430556.4,2432127.39,0.003774,0.003774,0.5641619999999999,0.8944
20,5,2013,12,2284357.52,2285834.02,-0.06015,-0.06015,0.5641619999999999,0.7763
21,7,2008,1,1024894.69,1309554.77,-0.058511,-0.058511,0.50883,1.3901
22,7,2008,2,1210186.39,1546310.43,0.180791,0.180791,0.50883,1.3451
23,7,2008,3,1124778.49,1437180.87,-0.070574,-0.070574,0.50883,1.1555
24,7,2008,4,1181234.56,1509317.36,0.050193,0.050193,0.50883,1.1722
25,7,2008,5,1404163.63,1794164.02,0.188725,0.188725,0.50883,1.062
26,7,2008,6,1101617.03,1407586.41,-0.215464,-0.215464,0.50883,0.9262
27,7,2008,7,1043713.38,1333600.27,-0.052562,-0.052562,0.50883,0.8285
28,7,2008,8,883030.74,1128288.71,-0.153953,-0.153953,0.50883,0.4954
29,7,2008,9,513894.94,656627.04,-0.418033,-0.418033,0.50883,0.6488
30,7,2008,10,438620.19,560445.05,-0.146479,-0.146479,0.50883,0.6284
31,7,2008,11,460334.06,588189.85,0.049505,0.049505,0.50883,0.6063
32,7,2008,12,469019.6,599287.78,0.018868,0.018868,0.50883,0.6598
