,StkCd,Date-year,Date-month,Msmvosd,Msmvttl,Mretwd,Mretnd,bemeA,Beta
0,5,2005,7,474916.01,899999.87,0.007937,0.007937,1.985692,0.8209
1,5,2005,8,542226.94,1027558.91,0.141732,0.141732,1.985692,1.0774
2,5,2005,9,575882.41,1091338.43,0.06206900000000001,0.06206900000000001,1.985692,1.2299
3,5,2005,10,538487.45,1020472.3,-0.064935,-0.064935,1.985692,1.1494
4,5,2005,11,575882.41,1091338.43,0.069444,0.069444,1.985692,1.1351
5,5,2005,12,613277.37,1162204.56,0.064935,0.064935,1.985692,1.2277
6,26,2013,1,1113657.93,2339621.43,-0.062344,-0.062344,1.371365,1.4762
7,26,2013,2,1092924.94,2296064.65,-0.018617,-0.018617,1.371365,1.4496
8,26,2013,3,1020359.46,2143615.91,-0.06639600000000001,-0.06639600000000001,1.371365,1.5051
9,26,2013,4,1047016.17,2199617.49,0.026125,0.026125,1.371365,1.4880000000000002
10,26,2013,5,1282483.73,2694298.08,0.224894,0.224894,1.371365,1.6127
11,26,2013,6,959641.41,2016056.76,-0.251732,-0.251732,1.371365,1.6458
12,26,2013,7,958160.48,2012945.57,-0.001543,-0.001543,1.371365,1.5049
13,26,2013,8,1088482.15,2286731.05,0.15208,0.15146800000000002,1.371365,1.588
14,26,2013,9,1069230.09,2246285.47,-0.017687,-0.017687,1.371365,1.55
15,26,2013,10,1134390.92,2383178.21,0.060942,0.060942,1.371365,1.456
16,26,2013,11,1156604.85,2429846.19,0.019582,0.019582,1.371365,1.4093
17,26,2013,12,2329915.33,2330287.83,-0.040973,-0.040973,1.371365,1.219
18,26,2014,1,2074837.81,2075169.54,-0.109479,-0.109479,1.255373,1.3217
19,26,2014,2,2233483.58,2233840.67,0.076462,0.076462,1.255373,1.3292
20,26,2014,3,2133941.14,2134282.32,-0.044568,-0.044568,1.255373,1.3023
21,26,2014,4,2174380.26,2174727.9,0.01895,0.01895,1.255373,1.3095
22,26,2014,5,2392129.35,2392511.81,0.100143,0.100143,1.255373,1.1615
23,26,2014,6,2544553.72,2544960.54,0.06371900000000001,0.06371900000000001,1.255373,0.5065
24,26,2014,7,2746749.31,2747188.46,0.091687,0.091687,1.255373,0.7157
25,26,2014,8,2678313.88,2678742.09,-0.024915,-0.024915,1.255373,0.3595
26,26,2014,9,3350225.38,3350761.01,0.250871,0.250871,1.255373,1.1874
27,26,2014,10,3116922.77,3117421.11,-0.069638,-0.069638,1.255373,1.5123
28,26,2014,11,3452878.52,3453430.57,0.107784,0.107784,1.255373,1.7039
29,26,2014,12,3235129.42,3235646.66,-0.063063,-0.063063,1.255373,1.8373
30,29,2013,1,3673639.2,3673639.2,0.002433,0.002433,1.323457,1.1917
31,29,2013,2,3548806.8,3548806.8,-0.033981,-0.033981,1.323457,1.2035
32,29,2013,3,3174309.6,3174309.6,-0.105528,-0.105528,1.323457,1.2442
33,29,2013,4,3129726.6,3129726.6,-0.014044999999999998,-0.014044999999999998,1.323457,1.1065
34,29,2013,5,3423974.4,3423974.4,0.094017,0.094017,1.323457,1.0508
35,29,2013,6,2933561.4,2933561.4,-0.143229,-0.143229,1.323457,1.0065
36,29,2013,7,2826562.2,2826562.2,-0.036474,-0.036474,1.323457,0.9386
