,StkCd,Date-year,Date-month,Msmvosd,Msmvttl,Mretwd,Mretnd,bemeA,Beta
0,12,2006,1,917876.77,3236909.38,0.235931,0.235931,0.835699,1.7372
1,12,2006,2,858399.64,3027162.19,-0.064799,-0.064799,0.835699,1.746
2,12,2006,3,930736.69,3282260.13,0.08427,0.08427,0.835699,2.1327
3,12,2006,4,1249019.7,4404691.05,0.341969,0.341969,0.835699,2.3189
4,12,2006,5,2263319.74,5895596.77,0.813642,0.813642,0.835699,1.9089
5,12,2006,6,1862886.25,4852529.65,-0.159181,-0.159615,0.835699,1.8923
6,12,2006,7,1464629.02,3815131.37,-0.213785,-0.213785,0.835699,2.1437
7,12,2006,8,1736662.65,4523736.75,0.185736,0.185736,0.835699,2.0908
8,12,2006,9,1762777.87,4591762.87,0.015038,0.015038,0.835699,2.0998
9,12,2006,10,1736662.65,4523736.75,-0.014815,-0.014815,0.835699,2.3708
10,12,2006,11,1999991.19,5209666.76,0.151629,0.151629,0.835699,2.1452
11,12,2006,12,2393895.88,6235727.36,0.196953,0.196953,0.835699,2.1311
12,21,2009,1,1776878.29,4239279.27,0.164251,0.164251,0.513415,1.1206
13,21,2009,2,2351967.53,5611328.16,0.323651,0.323651,0.513415,1.2686
14,21,2009,3,2654258.03,6332533.35,0.128527,0.128527,0.513415,1.1655
15,21,2009,4,3100320.84,7396750.76,0.16805599999999998,0.16805599999999998,0.513415,1.1911
16,21,2009,5,9629416.95,9639522.99,0.30321,0.30321,0.513415,1.2382
17,21,2009,6,9840280.09,9850607.44,0.03582,0.035584,0.513415,1.1486
18,21,2009,7,11000027.39,11011571.88,0.117857,0.117857,0.513415,1.0875
19,21,2009,8,9181332.77,9190968.54,-0.16533499999999998,-0.16533499999999998,0.513415,0.978
20,21,2009,9,9857852.02,9868197.81,0.073684,0.073684,0.513415,0.9657
21,21,2009,10,10736448.46,10747716.33,0.089127,0.089127,0.513415,0.7699
22,21,2009,11,11825908.04,11838319.29,0.101473,0.101473,0.513415,0.7938
23,21,2009,12,11325108.07,11336993.74,-0.042348,-0.042348,0.513415,0.8123
24,21,2010,1,11456897.54,11468921.51,0.011637,0.011637,0.424182,0.7855
25,21,2010,2,11465683.5,11477716.7,0.000767,0.000767,0.424182,0.7501
26,21,2010,3,12599072.91,12612295.59,0.098851,0.098851,0.424182,0.8053
27,21,2010,4,12985655.34,12999283.74,0.030683,0.030683,0.424182,0.7236
28,21,2010,5,13495241.27,13509404.48,0.039242,0.039242,0.424182,0.588
29,21,2010,6,13956504.4,13971151.7,0.046513,0.047201,0.424182,0.5546
30,21,2010,7,15551156.93,15567477.82,0.114259,0.114259,0.424182,0.5595
31,21,2010,8,17079914.73,17097840.04,0.098305,0.098305,0.424182,0.327
32,21,2010,9,20585514.51,20607118.94,0.205247,0.205247,0.424182,0.2979
33,21,2010,10,17712504.16,17731093.38,-0.13956500000000002,-0.13956500000000002,0.424182,0.027000000000000003
34,21,2010,11,16934946.32,16952719.49,-0.043899,-0.043899,0.424182,-0.0226
35,21,2010,12,15472083.25,15488321.15,-0.086381,-0.086381,0.424182,0.0269
36,27,2007,1,5352325.3,11664204.72,0.164466,0.164466,0.420558,0.5614
37,27,2007,2,6362093.88,13864771.18,0.18866,0.18866,0.420558,0.6622
38,27,2007,3,6991130.05,15235615.86,0.098873,0.098873,0.420558,0.7504
39,27,2007,4,9352564.29,18879176.71,0.239148,0.239148,0.420558,0.7534
40,27,2007,5,11229034.2,22667037.01,0.200637,0.200637,0.420558,0.841
41,27,2007,6,13534411.51,27320693.94,0.205305,0.205305,0.420558,0.5191
42,27,2007,7,14987931.06,30254782.55,0.126968,0.122799,0.420558,0.3124
43,27,2007,8,16226996.9,32755972.84,0.08267100000000001,0.08267100000000001,0.420558,0.2421
44,27,2007,9,16935849.07,34018592.94,0.038546,0.038546,0.420558,0.2206
45,27,2007,10,14038376.13,28198515.54,-0.171085,-0.171085,0.420558,0.4773
46,27,2007,11,12218475.77,24542929.73,-0.129638,-0.129638,0.420558,0.6234
47,27,2007,12,14571175.9,53608736.38,0.192553,0.192553,0.420558,0.6428
48,31,2008,1,13003427.31,23932188.41,0.033281,0.033281,0.642131,1.6035
49,31,2008,2,13101975.45,24113561.57,0.0075790000000000015,0.0075790000000000015,0.642131,1.6768
50,31,2008,3,11673027.4,21483650.75,-0.109064,-0.109064,0.642131,1.5599
51,31,2008,4,9804596.59,17185106.87,-0.200084,-0.200084,0.642131,1.3371
52,31,2008,5,8614592.78,15099315.54,-0.121372,-0.121372,0.642131,1.4047
53,31,2008,6,5784453.29,10138759.62,-0.328529,-0.328529,0.642131,1.4152
54,31,2008,7,6911988.34,12115727.06,0.199913,0.199463,0.642131,1.2025
55,31,2008,8,5163296.68,9050520.66,-0.252994,-0.252994,0.642131,0.9361
56,31,2008,9,4904614.48,8597087.77,-0.0501,-0.0501,0.642131,1.0475
57,31,2008,10,4894267.2,8578950.45,-0.0021100000000000003,-0.0021100000000000003,0.642131,0.7881
58,31,2008,11,6084205.31,10664741.78,0.243129,0.243129,0.642131,0.8473
59,31,2008,12,4967795.01,8705911.66,-0.183673,-0.183673,0.642131,0.8188
60,31,2009,1,5505972.8,9649052.09,0.108333,0.108333,0.489492,0.8463
61,31,2009,2,5847508.71,10247583.52,0.06203,0.06203,0.489492,0.8582
62,31,2009,3,7441342.94,13040730.18,0.272566,0.272566,0.489492,0.9888
63,31,2009,4,6903165.15,12097589.75,-0.072323,-0.072323,0.489492,0.9538
64,31,2009,5,8445251.52,14800049.82,0.223388,0.223388,0.489492,0.9793
65,31,2009,6,11529424.26,20204969.98,0.365196,0.365196,0.489492,0.9181
66,31,2009,7,14686044.0,25736851.35,0.27551,0.275583,0.489492,0.9523
67,31,2009,8,17919465.88,17919668.17,-0.303735,-0.303735,0.489492,1.0178
68,31,2009,9,20059645.0,20059871.45,0.119433,0.119433,0.489492,1.0099
69,31,2009,10,23433147.68,23433412.22,0.168174,0.168174,0.489492,1.6715
70,31,2009,11,23614518.8,23614785.38,0.00774,0.00774,0.489492,1.6006
71,31,2009,12,20367975.89,20368205.82,-0.137481,-0.137481,0.489492,1.5821
72,37,2005,7,363786.82,2198260.14,-0.234652,-0.234652,1.111737,0.9731
73,37,2005,8,409179.11,2472552.85,0.124777,0.124777,1.111737,1.0418
74,37,2005,9,459759.1,2778193.29,0.123613,0.123613,1.111737,0.9666
75,37,2005,10,379998.35,2296221.82,-0.173484,-0.173484,1.111737,1.0942
76,37,2005,11,386482.96,2335406.49,0.017065,0.017065,1.111737,1.0377
77,37,2005,12,388428.35,2347161.89,0.005034,0.005034,1.111737,1.1214
78,39,2005,7,5937422.2,9155372.32,0.036998,0.036998,1.224577,1.1764
79,39,2005,8,6131099.58,9454018.52,0.03262,0.03262,1.224577,0.9256
80,39,2005,9,5985841.54,9230033.87,-0.023692,-0.023692,1.224577,0.5202
81,39,2005,10,5011402.22,7727470.22,-0.16279100000000002,-0.16279100000000002,1.224577,0.6647
82,39,2005,11,4720886.15,7279500.93,-0.057971,-0.057971,1.224577,0.754
83,39,2005,12,5108240.91,7876793.31,0.082051,0.082051,1.224577,0.9769
84,39,2006,1,5604539.2,8642074.18,0.097156,0.097156,0.809258,1.1554
85,39,2006,2,5665063.38,8735401.12,0.010799,0.010799,0.809258,0.9953
86,39,2006,3,5544015.02,8548747.25,-0.021368,-0.021368,0.809258,1.3835
87,39,2006,4,7408159.8,11423216.84,0.336245,0.336245,0.809258,2.1947
88,39,2006,5,8300370.2,12785790.1,0.119281,0.119281,0.809258,1.2616
89,39,2006,6,9754449.65,15025636.54,0.175182,0.175182,0.809258,1.1448
90,39,2006,7,7802777.47,12031708.46,-0.178885,-0.175652,0.809258,1.3834
91,39,2006,8,8541777.73,13171230.34,0.09471,0.09471,0.809258,1.4811
92,39,2006,9,7955903.65,12267825.61,-0.068589,-0.068589,0.809258,1.4559
93,39,2006,10,8987840.95,13859049.85,0.129707,0.129707,0.809258,1.2542
94,39,2006,11,10452526.14,16117561.67,0.16296300000000002,0.16296300000000002,0.809258,1.1903
95,39,2006,12,12543031.36,19341074.01,0.2,0.2,0.809258,1.2479
96,46,2007,1,3691858.86,12482106.88,-0.111765,-0.111765,0.296451,0.261
97,46,2007,2,4305316.44,14556195.69,0.166165,0.166165,0.296451,0.42700000000000005
98,46,2007,3,5725604.1,19358162.15,0.329892,0.329892,0.296451,0.4044
99,46,2007,4,5192162.73,17554606.67,-0.093168,-0.093168,0.296451,-0.2121
100,46,2007,5,8223887.88,27804813.65,0.583904,0.583904,0.296451,-0.0193
101,46,2007,6,7665997.11,25918595.21,-0.067838,-0.067838,0.296451,0.3106
102,46,2007,7,11669030.1,39452776.13,0.52218,0.52218,0.296451,0.512
103,46,2007,8,12651451.3,42774324.13,0.08419,0.08419,0.296451,0.4983
104,46,2007,9,14867455.68,50266594.19,0.17515799999999998,0.17515799999999998,0.296451,0.38299999999999995
105,46,2007,10,14847451.63,50198960.86,-0.0013449999999999998,-0.0013449999999999998,0.296451,0.3559
106,46,2007,11,10415442.87,35214420.75,-0.298503,-0.298503,0.296451,0.8339
107,46,2007,12,10113159.42,34192405.98,-0.029023,-0.029023,0.296451,0.7356
108,46,2009,1,2969380.11,15121488.51,0.14188,0.14188,0.4748,1.1674
109,46,2009,2,3533917.94,17996382.28,0.19012,0.19012,0.4748,1.2415
110,46,2009,3,4707445.41,23972539.41,0.332075,0.332075,0.4748,1.3551
111,46,2009,4,5103066.41,25987228.75,0.08404199999999999,0.08404199999999999,0.4748,1.3506
112,46,2009,5,6258813.16,31872838.05,0.226481,0.226481,0.4748,1.3453
113,46,2009,6,8845907.8,45047548.09,0.417371,0.416903,0.4748,1.4693
114,46,2009,7,7974652.56,40610704.16,-0.098492,-0.098492,0.4748,1.2381
115,46,2009,8,5303099.5,27005891.9,-0.335006,-0.335006,0.4748,1.3453
116,46,2009,9,5774288.56,29405409.53,0.088852,0.088852,0.4748,1.3028
117,46,2009,10,6521078.77,33208418.62,0.12933,0.12933,0.4748,1.7246
118,46,2009,11,7196746.1,36649236.36,0.103613,0.103613,0.4748,1.4743
119,46,2009,12,6369942.65,32438762.02,-0.114886,-0.114886,0.4748,1.4201
120,60,2006,1,2381642.45,3922560.0,0.4692560000000001,0.4692560000000001,0.7092510000000001,1.7735
121,60,2006,2,2339675.18,3853440.0,-0.017621,-0.017621,0.7092510000000001,1.9172
122,60,2006,3,2945577.61,4851360.0,0.258969,0.258969,0.7092510000000001,2.1465
123,60,2006,4,4948311.52,8164800.0,0.691936,0.691897,0.7092510000000001,3.3633
124,60,2006,5,5296526.03,8739360.0,0.07037,0.07037,0.7092510000000001,1.4416
125,60,2006,6,4885999.45,8061984.0,-0.07750900000000001,-0.07750900000000001,0.7092510000000001,1.449
126,60,2006,7,4464476.61,7366464.0,-0.086272,-0.086272,0.7092510000000001,1.4845
127,60,2006,8,4629420.33,7638624.0,0.036946,0.036946,0.7092510000000001,1.5474
128,60,2006,9,4361844.97,7197120.0,-0.057799,-0.057799,0.7092510000000001,1.538
129,60,2006,10,5223217.71,8618400.0,0.197479,0.197479,0.7092510000000001,1.661
130,60,2006,11,7050989.28,11999640.0,0.266667,0.266667,0.7092510000000001,1.3898
131,60,2006,12,6769730.98,11520984.0,-0.039889,-0.039889,0.7092510000000001,1.0382
132,60,2007,1,8472345.81,14346384.0,0.245239,0.245239,0.315693,0.8365
133,60,2007,2,9924972.29,16806144.0,0.171455,0.171455,0.315693,0.7484
134,60,2007,3,10670915.62,18069264.0,0.075158,0.075158,0.315693,0.9055
135,60,2007,4,12366955.19,20941200.0,0.15894,0.15894,0.315693,0.6774
136,60,2007,5,13538871.41,22925628.0,0.116986,0.116349,0.315693,0.7435
137,60,2007,6,12653554.46,21426504.0,-0.06539099999999999,-0.06539099999999999,0.315693,0.7035
138,60,2007,7,17663152.81,29909352.0,0.395904,0.395904,0.315693,0.7931
139,60,2007,8,20988489.65,35540208.0,0.188264,0.188264,0.315693,0.7808
140,60,2007,9,27639163.33,46801920.0,0.316872,0.316872,0.315693,0.5336
141,60,2007,10,25911715.62,43876800.0,-0.0625,-0.0625,0.315693,0.7822
142,60,2007,11,18576324.85,27232867.2,-0.379333,-0.379333,0.315693,1.1674
143,60,2007,12,22167880.68,32498083.2,0.19334,0.19334,0.315693,1.181
144,60,2008,1,17498858.11,25653302.4,-0.210621,-0.210621,0.604438,1.2495
145,60,2008,2,19923158.29,29207323.2,0.13854,0.13854,0.604438,1.2303
146,60,2008,3,15393807.33,22567300.8,-0.227341,-0.227341,0.604438,1.2444
147,60,2008,4,14755308.52,21631262.4,-0.041478,-0.041478,0.604438,1.5832
148,60,2008,5,13685786.72,20059010.4,-0.072684,-0.072684,0.604438,1.6598
149,60,2008,6,9793095.94,14353563.84,-0.274864,-0.27181900000000003,0.604438,1.5752
150,60,2008,7,9730230.13,14261422.56,-0.006418999999999999,-0.006418999999999999,0.604438,1.4654
151,60,2008,8,7383239.95,10821481.44,-0.241206,-0.241206,0.604438,1.4326
152,60,2008,9,7285448.69,10678150.56,-0.013244999999999998,-0.013244999999999998,0.604438,1.2579
153,60,2008,10,4512368.03,6613696.32,-0.380633,-0.380633,0.604438,1.2998
154,60,2008,11,5511399.81,7576060.8,0.145511,0.145511,0.604438,1.1813
155,60,2008,12,5809067.32,7985577.6,0.054054,0.054054,0.604438,1.1979
156,60,2009,1,7857135.92,10801005.6,0.352564,0.352564,0.4285890000000001,1.3518
157,60,2009,2,8281644.69,11384567.04,0.054028,0.054028,0.4285890000000001,1.2874
158,60,2009,3,12266069.06,16861854.24,0.481115,0.481115,0.4285890000000001,1.4647
159,60,2009,4,11603239.59,15950679.36,-0.054038,-0.054038,0.4285890000000001,1.4199
160,60,2009,5,14239662.45,19574903.04,0.227214,0.227214,0.4285890000000001,1.4483
161,60,2009,6,16004657.51,22001290.08,0.123954,0.123954,0.4285890000000001,1.4941
162,60,2009,7,22491421.91,30918518.4,0.411723,0.409725,0.4285890000000001,1.5782
163,60,2009,8,15587598.04,21427966.56,-0.306954,-0.306954,0.4285890000000001,1.6998
164,60,2009,9,16920698.87,23260554.24,0.085523,0.085523,0.4285890000000001,1.7534
165,60,2009,10,19855010.21,27294294.72,0.173415,0.173415,0.4285890000000001,1.8903
166,60,2009,11,21497954.95,27826666.56,0.019505,0.019505,0.4285890000000001,1.9438
167,60,2009,12,28532456.84,28563796.8,0.02649,0.02649,0.4285890000000001,1.9515
168,63,2005,7,7460743.68,19744454.07,0.084248,0.082899,0.886984,0.9745
169,63,2005,8,7672181.76,20304013.49,0.02834,0.02834,0.886984,0.7913
170,63,2005,9,8436379.39,22326421.14,0.099606,0.099606,0.886984,0.6722
171,63,2005,10,8125263.36,21503069.41,-0.036878,-0.036878,0.886984,0.7138
172,63,2005,11,8366906.88,22142565.9,0.02974,0.02974,0.886984,0.7216
173,63,2005,12,10453223.3,22206515.55,0.25361,0.25361,0.886984,0.6792
174,63,2006,1,12041149.95,25579859.52,0.151908,0.151908,0.793071,0.8909999999999999
175,63,2006,2,10837034.96,23021873.57,-0.1,-0.1,0.793071,0.7591
176,63,2006,3,11525638.22,24484721.78,0.063542,0.063542,0.793071,0.8822
177,63,2006,4,9523797.04,20232070.14,-0.17368599999999998,-0.17368599999999998,0.793071,0.1991
178,63,2006,5,9738280.02,20687711.39,0.022521,0.022521,0.793071,-0.0041
179,63,2006,6,10765540.63,22869993.15,0.10548699999999997,0.10548699999999997,0.793071,-0.0641
180,63,2006,7,9550137.06,20288026.08,-0.10451,-0.104159,0.793071,0.2293
181,63,2006,8,10573634.8,22462314.14,0.107171,0.107171,0.793071,0.2268
182,63,2006,9,12029861.37,25555878.4,0.137722,0.137722,0.793071,0.2796
183,63,2006,10,12853927.57,27306500.04,0.068502,0.068502,0.793071,0.19399999999999998
184,63,2006,11,14742882.97,31319340.5,0.146956,0.146956,0.793071,0.366
185,63,2006,12,19045836.98,31255390.85,-0.002042,-0.002042,0.793071,0.2876
186,66,2018,1,17960310.5,21226740.8,-0.010974,-0.010974,0.680878,1.9319
187,66,2018,2,16316232.15,19283654.96,-0.09154,-0.09154,0.680878,1.4424
188,66,2018,3,20426428.03,24141369.56,0.251908,0.251908,0.680878,1.8573
189,66,2018,4,22469070.84,26555506.52,0.1,0.1,0.680878,1.3624
190,66,2018,5,19679119.69,23258148.73,-0.124169,-0.124169,0.680878,1.0917
191,66,2018,6,17711207.72,20932333.85,-0.1,-0.1,0.680878,1.0065
192,66,2018,7,18433605.79,21786114.0,0.049215,0.049226,0.680878,0.9742
193,66,2018,8,16040219.47,18908906.21,-0.12972999999999998,-0.12972999999999998,0.680878,1.6258
194,66,2018,9,16364012.72,19290607.73,0.020186000000000003,0.020186000000000003,0.680878,1.7735
195,66,2018,10,12677751.1,14945082.7,-0.225266,-0.225266,0.680878,2.3392
196,66,2018,11,13200801.74,15561677.47,0.041257,0.041257,0.680878,1.9479
197,66,2018,12,11806000.04,13917424.75,-0.10566,-0.10566,0.680878,1.9396
198,68,2005,7,1010250.0,3529007.62,-0.180657,-0.180657,1.043983,1.7277
199,68,2005,8,1131750.0,3953431.7,0.120267,0.120267,1.043983,1.5827
200,68,2005,9,1059750.0,3701921.14,-0.063618,-0.063618,1.043983,1.5325
201,68,2005,10,834750.0,2915950.62,-0.212314,-0.212314,1.043983,1.666
202,68,2005,11,758250.0,2648720.64,-0.091644,-0.091644,1.043983,1.6006
203,68,2005,12,787500.0,2750896.81,0.038576,0.038576,1.043983,1.8059
204,69,2008,1,30083969.05,62067366.82,-0.057512,-0.057512,0.49028,1.1691
205,69,2008,2,27289005.71,56300972.95,-0.092905,-0.092905,0.49028,1.2344
206,69,2008,3,25910580.6,53457092.33,-0.050512,-0.050512,0.49028,1.1043
207,69,2008,4,21156998.67,42461627.64,-0.200716,-0.200049,0.49028,0.9443
208,69,2008,5,17643892.1,35410900.58,-0.166049,-0.166049,0.49028,0.7482
209,69,2008,6,13203534.35,26499200.95,-0.251665,-0.251665,0.49028,0.804
210,69,2008,7,13334133.11,26761309.77,0.009891,0.009891,0.49028,0.6878
211,69,2008,8,11884486.91,23851901.95,-0.108717,-0.108717,0.49028,0.3562
212,69,2008,9,12498301.06,25083813.37,0.051648,0.051648,0.49028,0.3202
213,69,2008,10,10343120.44,20496909.15,-0.182863,-0.182863,0.49028,0.3447
214,69,2008,11,12432906.92,24638228.38,0.202046,0.202046,0.49028,0.5459
215,69,2008,12,10406752.76,21440500.87,-0.129787,-0.129787,0.49028,0.5827
216,88,2015,1,17867575.73,17868240.0,-0.068826,-0.068826,0.26618400000000003,0.6987
217,88,2015,2,19052273.69,19052982.0,0.066304,0.066304,0.26618400000000003,0.5818
218,88,2015,3,21712988.77,21713796.0,0.139653,0.139653,0.26618400000000003,0.4886
219,88,2015,4,22684052.67,22684896.0,0.044723,0.044723,0.26618400000000003,0.2528
220,88,2015,5,21266299.38,21267090.0,-0.0625,-0.0625,0.26618400000000003,-0.2532
221,88,2015,6,27500784.49,27501552.0,0.298843,0.2979,0.26618400000000003,-0.6503
222,88,2015,7,17926005.71,17926506.0,-0.348164,-0.348164,0.26618400000000003,0.2188
223,88,2015,8,13633863.49,13634244.0,-0.239437,-0.239437,0.26618400000000003,0.4806
224,88,2015,9,14099978.49,14100372.0,0.034188,0.034188,0.26618400000000003,0.4136
225,88,2015,10,15906174.08,15906618.0,0.128099,0.128099,0.26618400000000003,0.4501
226,88,2015,11,15478902.0,15479334.0,-0.026862,-0.026862,0.26618400000000003,0.4342
227,88,2015,12,16741296.77,16741764.0,0.08155599999999999,0.08155599999999999,0.26618400000000003,0.4704
228,400,2013,1,7780228.05,11098500.48,0.190264,0.190264,0.549323,1.9353
229,400,2013,2,7818001.91,10379783.68,-0.06475800000000001,-0.06475800000000001,0.549323,2.149
230,400,2013,3,7521692.8,9986380.8,-0.037901,-0.037901,0.549323,2.0331
231,400,2013,4,8199784.8,10886668.16,0.090152,0.090152,0.549323,2.1443
232,400,2013,5,11215299.83,14890299.01,0.371724,0.37123,0.549323,2.2355
233,400,2013,6,10030063.39,13316687.49,-0.10568,-0.10568,0.549323,1.9139
234,400,2013,7,9955986.11,13218336.77,-0.007386,-0.007386,0.549323,1.8174
235,400,2013,8,11574574.63,15367300.0,0.162574,0.162574,0.549323,1.6823
236,400,2013,9,11937553.29,15849218.53,0.03136,0.03136,0.549323,1.557
237,400,2013,10,12096819.43,16060672.58,0.013341999999999998,0.013341999999999998,0.549323,1.6813
238,400,2013,11,11408463.28,15146010.88,-0.05695,-0.05695,0.549323,1.5921
239,400,2013,12,12319622.02,15288619.42,0.009416,0.009416,0.549323,1.2121
240,400,2014,1,13314226.43,16522920.96,0.080733,0.080733,0.4900850000000001,1.1384
241,400,2014,2,15533264.17,19276741.12,0.166667,0.166667,0.4900850000000001,1.1716
242,400,2014,3,12144260.94,20603488.01,-0.218112,-0.218112,0.4900850000000001,1.3481
243,400,2014,4,11355775.48,19265773.78,-0.064927,-0.064927,0.4900850000000001,1.4180000000000001
244,400,2014,5,11228983.85,19050663.96,-0.011165,-0.011165,0.4900850000000001,0.8576
245,400,2014,6,11916374.54,20216962.55,0.064785,0.064749,0.4900850000000001,1.0927
246,400,2014,7,13663713.26,23181444.83,0.146633,0.146633,0.4900850000000001,1.4371
247,400,2014,8,12296747.6,20862292.02,-0.100043,-0.100043,0.4900850000000001,0.9682
248,400,2014,9,12421557.51,21074040.76,0.01015,0.01015,0.4900850000000001,0.7087
249,400,2014,10,12249200.97,20781625.84,-0.013876,-0.013876,0.4900850000000001,0.8655
250,400,2014,11,11827224.61,20065713.45,-0.034449,-0.034449,0.4900850000000001,0.9547
251,400,2014,12,12068963.87,20469044.37,0.020101,0.020101,0.4900850000000001,1.1
252,402,2005,7,3436755.15,6150001.34,0.089024,0.089024,1.160565,0.4254
253,402,2005,8,3332844.3,5964055.05,-0.030235,-0.030235,1.160565,0.1359
254,402,2005,9,3413663.85,6108679.95,0.024249,0.024249,1.160565,0.1697
255,402,2005,10,3190447.95,5709239.77,-0.065389,-0.065389,1.160565,0.21600000000000003
256,402,2005,11,3413663.85,6108679.95,0.069964,0.069964,1.160565,0.1766
257,402,2005,12,3690759.45,6604536.72,0.08117200000000001,0.08117200000000001,1.160565,0.2347
258,402,2007,1,9518387.8,15745394.0,-0.13353099999999998,-0.13353099999999998,0.405936,0.606
259,402,2007,2,9088104.52,15033615.92,-0.045205,-0.045205,0.405936,0.44799999999999995
260,402,2007,3,10066021.07,16651293.38,0.107604,0.107604,0.405936,0.3907
261,402,2007,4,12295670.82,20339598.01,0.237574,0.237694,0.405936,0.5379999999999999
262,402,2007,5,20275469.91,33539846.13,0.648993,0.648993,0.405936,0.6884
263,402,2007,6,18906386.73,31275097.68,-0.067524,-0.067524,0.405936,0.6639
264,402,2007,7,22622469.64,37422272.05,0.196552,0.196552,0.405936,0.614
265,402,2007,8,25288922.11,41833139.27,0.117867,0.117867,0.405936,0.609
266,402,2007,9,21455489.22,35491843.6,-0.151585,-0.151585,0.405936,0.7829
267,402,2007,10,22746339.07,37627177.86,0.060164,0.060164,0.405936,0.6761
268,402,2007,11,17270006.36,28568184.05,-0.24075700000000005,-0.24075700000000005,0.405936,0.8849
269,402,2007,12,18450025.67,30520181.53,0.068328,0.068328,0.405936,0.8454
270,413,2014,1,6502006.17,18460970.0,0.357945,0.357944,0.570986,0.8851
271,413,2014,2,5653549.51,16051970.0,-0.130492,-0.130492,0.570986,0.9286
272,413,2014,3,5670518.64,16100150.0,0.003001,0.003002,0.570986,0.9129
273,413,2014,4,15985440.15,19079280.0,0.185037,0.185037,0.570986,0.816
274,413,2014,5,16270414.36,19416540.0,0.017676,0.017677000000000002,0.570986,0.7989
275,413,2014,6,15139963.73,18067500.0,-0.069479,-0.069479,0.570986,0.5646
276,413,2014,7,15442763.01,18428850.0,0.02,0.02,0.570986,-0.146
277,413,2014,8,16310787.59,19464720.0,0.056209,0.056209,0.570986,-0.1247
278,413,2014,9,16290600.98,19440630.0,-0.0012380000000000002,-0.0012380000000000002,0.570986,-0.14
279,413,2014,10,15362016.53,18332490.0,-0.057001,-0.057001,0.570986,0.0445
280,413,2014,11,15483136.24,18500653.6,0.007884,0.007884,0.570986,0.0137
281,418,2018,1,31616644.02,31766878.15,0.060575,0.060575,0.5120819999999999,0.3752
282,418,2018,2,30667617.46,30813342.06,-0.030017,-0.030017,0.5120819999999999,0.6455
283,418,2018,3,28905767.23,29043119.97,-0.05745,-0.05745,0.5120819999999999,0.4408
284,418,2018,4,28119305.41,28252921.09,-0.027208,-0.027208,0.5120819999999999,0.7324
285,418,2018,5,29604356.22,29745028.48,0.069134,0.068438,0.5120819999999999,0.8059
286,418,2018,6,30469903.59,30614688.71,0.029237,0.029237,0.5120819999999999,0.7563
287,418,2018,7,24824074.31,24942031.9,-0.185292,-0.185292,0.5120819999999999,0.8508
288,418,2018,8,19969100.48,20063988.49,-0.195575,-0.195575,0.5120819999999999,1.6301
289,418,2018,9,20430432.84,20527512.98,0.023102,0.023102,0.5120819999999999,1.8731
290,418,2018,10,18585103.42,18673415.03,-0.090323,-0.090323,0.5120819999999999,1.1489
291,418,2018,11,19982281.41,20077232.05,0.075177,0.075177,0.5120819999999999,1.1422
292,418,2018,12,19002499.36,19092794.33,-0.049033,-0.049033,0.5120819999999999,0.8327
293,423,2015,1,25017850.39,25029404.22,0.026556,0.026556,0.22391,0.5598
294,423,2015,2,24965552.82,24977082.5,-0.00209,-0.00209,0.22391,0.4956
295,423,2015,3,27266645.93,27279238.31,0.092171,0.092171,0.22391,0.3979
296,423,2015,4,34320280.79,34336130.69,0.258691,0.258691,0.22391,0.7234
297,423,2015,5,37909201.58,37926708.93,0.104571,0.104571,0.22391,0.5511
298,423,2015,6,35627707.79,35644173.77,-0.060183000000000014,-0.060183000000000014,0.22391,0.5621
299,423,2015,7,30326043.38,30340059.1,-0.148807,-0.148807,0.22391,0.6418
300,423,2015,8,28456405.87,28469557.51,-0.046477,-0.044406,0.22391,0.5589
301,423,2015,9,27247024.97,27259617.66,-0.042499,-0.042499,0.22391,0.5917
302,423,2015,10,30822870.13,30837115.47,0.13123800000000002,0.13123800000000002,0.22391,0.5929
303,423,2015,11,30260671.44,30274656.95,-0.01824,-0.01824,0.22391,0.5805
304,423,2015,12,34197248.7,34205326.39,0.129834,0.129834,0.22391,0.597
305,423,2016,1,29430557.63,29437509.38,-0.139388,-0.139388,0.258935,0.5751
306,423,2016,2,29358632.25,29365567.01,-0.002444,-0.002444,0.258935,0.5879
307,423,2016,3,31745247.12,31752745.62,0.08129199999999999,0.08129199999999999,0.258935,0.5961
308,423,2016,4,30051731.36,30058829.84,-0.053347000000000006,-0.053347000000000006,0.258935,0.5168
309,423,2016,5,30319816.87,30326978.67,0.008921,0.008921,0.258935,0.5357
310,423,2016,6,34543810.15,34551957.8,0.13931400000000002,0.13931400000000002,0.258935,0.5685
311,423,2016,7,37610447.84,37619318.81,0.104365,0.103918,0.258935,0.5082
312,423,2016,8,39042417.26,39051625.97,0.038074,0.038074,0.258935,0.5283
313,423,2016,9,38905105.12,38914281.45,-0.003517,-0.003517,0.258935,0.516
314,423,2016,10,36616569.53,36625206.07,-0.058824,-0.058824,0.258935,0.496
315,423,2016,11,39539356.42,39548682.34,0.079821,0.079821,0.258935,0.5541
